"","x"
"49596",72
"49597",39
"49598",17
"49599",18
"49600",42
"49601",33
"49602",26
"49603",6
"49604",17
"49605",20
"49606",10
"49607",11
"49608",21
"49609",25
"49610",57
"49611",14
"49612",14
"49613",50
"49614",8
"49615",22
"49616",39
"49617",23
"49618",46
"49619",56
"49620",66
"49621",57
"49622",15
"49623",20
"49624",145
"49625",5
"49626",18
"49627",17
"49628",15
"49629",22
"49630",19
"49631",2
"49632",2
"49633",31
"49634",54
"49635",157
"49636",10
"49637",39
"49638",76
"49639",11
"49640",52
"49641",102
"49642",58
"49643",28
"49644",21
"49645",34
"49646",17
"49647",74
"49648",87
"49649",25
"49650",71
"49651",19
"49652",23
"49653",5
"49654",23
"49655",5
"49656",22
"49657",52
"49658",96
"49659",37
"49660",194
"49661",441
"49662",15
"49663",33
"49664",10
"49665",3
"49666",18
"49667",26
"49668",15
"49669",67
"49670",18
"49671",5
"49672",56
"49673",35
"49674",31
"49675",11
"49676",9
"49677",24
"49678",9
"49679",45
"49680",62
"49681",50
"49682",22
"49683",21
"49684",16
"49685",18
"49686",31
"49687",84
"49688",7
"49689",46
"49690",101
"49691",22
"49692",63
"49693",9
"49694",37
"49695",42
"49696",17
"49697",49
"49698",21
"49699",24
"49700",41
"49701",23
"49702",3
"49703",52
"49704",15
"49705",19
"49706",16
"49707",21
"49708",16
"49709",6
"49710",17
"49711",99
"49712",36
"49713",17
"49714",23
"49715",78
"49716",1385
"49717",41
"49718",16
"49719",21
"49720",34
"49721",41
"49722",17
"49723",58
"49724",40
"49725",18
"49726",11
"49727",17
"49728",15
"49729",21
"49730",16
"49731",89
"49732",1
"49733",1
"49734",9
"49735",3
"49736",4
"49737",38
"49738",34
"49739",79
"49740",23
"49741",5
"49742",6
"49743",51
"49744",13
"49745",5
"49746",16
"49747",37
"49748",23
"49749",21
"49750",30
"49751",86
"49752",68
"49753",20
"49754",20
"49755",5
"49756",15
"49757",59
"49758",0
"49759",52
"49760",66
"49761",13
"49762",2
"49763",2
"49764",1
"49765",3
"49766",7
"49767",6
"49768",17
"49769",20
"49770",112
"49771",86
"49772",7
"49773",44
"49774",118
"49775",55
"49776",160
"49777",22
"49778",16
"49779",12
"49780",15
"49781",163
"49782",16
"49783",7
"49784",4
"49785",27
"49786",22
"49787",8
"49788",16
"49789",24
"49790",9
"49791",26
"49792",7
"49793",9
"49794",16
"49795",34
"49796",15
"49797",4
"49798",14
"49799",29
"49800",19
"49801",49
"49802",1
"49803",38
"49804",21
"49805",46
"49806",67
"49807",18
"49808",4
"49809",57
"49810",75
"49811",37
"49812",41
"49813",46
"49814",17
"49815",65
"49816",15
"49817",35
"49818",121
"49819",4
"49820",18
"49821",25
"49822",8
"49823",33
"49824",23
"49825",116
"49826",37
"49827",20
"49828",20
"49829",18
"49830",27
"49831",8
"49832",34
"49833",15
"49834",176
"49835",19
"49836",11
"49837",21
"49838",36
"49839",19
"49840",55
"49841",164
"49842",19
"49843",8
"49844",1197
"49845",0
"49846",30
"49847",2
"49848",28
"49849",17
"49850",198
"49851",2
"49852",22
"49853",25
"49854",16
"49855",175
"49856",311
"49857",1
"49858",23
"49859",34
"49860",6
"49861",17
"49862",117
"49863",16
"49864",138
"49865",9
"49866",8
"49867",21
"49868",21
"49869",31
"49870",49
"49871",21
"49872",11
"49873",3
"49874",11
"49875",68
"49876",38
"49877",37
"49878",18
"49879",45
"49880",28
"49881",9
"49882",4
"49883",62
"49884",96
"49885",20
"49886",28
"49887",16
"49888",16
"49889",183
"49890",26
"49891",21
"49892",89
"49893",28
"49894",30
"49895",152
"49896",23
"49897",16
"49898",58
"49899",5
"49900",30
"49901",33
"49902",57
"49903",19
"49904",10
"49905",14
"49906",0
"49907",9
"49908",3
"49909",54
"49910",11
"49911",28
"49912",28
"49913",15
"49914",20
"49915",63
"49916",17
"49917",19
"49918",40
"49919",13
"49920",3
"49921",204
"49922",30
"49923",23
"49924",0
"49925",39
"49926",15
"49927",33
"49928",11
"49929",26
"49930",38
"49931",116
"49932",13
"49933",47
"49934",366
"49935",4
"49936",5
"49937",4
"49938",21
"49939",25
"49940",4
"49941",84
"49942",17
"49943",27
"49944",14
"49945",46
"49946",5
"49947",37
"49948",6
"49949",57
"49950",18
"49951",18
"49952",22
"49953",10
"49954",28
"49955",42
"49956",45
"49957",28
"49958",48
"49959",101
"49960",16
"49961",24
"49962",23
"49963",32
"49964",196
"49965",35
"49966",16
"49967",33
"49968",71
"49969",12
"49970",40
"49971",30
"49972",3
"49973",15
"49974",28
"49975",3
"49976",40
"49977",37
"49978",38
"49979",23
"49980",321
"49981",10
"49982",14
"49983",55
"49984",134
"49985",23
"49986",26
"49987",34
"49988",20
"49989",232
"49990",18
"49991",27
"49992",32
"49993",19
"49994",24
"49995",23
"49996",34
"49997",30
"49998",44
"49999",19
"50000",20
"50001",18
"50002",41
"50003",23
"50004",19
"50005",20
"50006",57
"50007",36
"50008",37
"50009",26
"50010",5
"50011",156
"50012",18
"50013",22
"50014",25
"50015",15
"50016",123
"50017",10
"50018",28
"50019",98
"50020",20
"50021",20
"50022",78
"50023",7
"50024",20
"50025",0
"50026",35
"50027",23
"50028",5
"50029",22
"50030",18
"50031",34
"50032",32
"50033",29
"50034",30
"50035",87
"50036",18
"50037",16
"50038",123
"50039",50
"50040",13
"50041",3
"50042",87
"50043",23
"50044",7
"50045",19
"50046",68
"50047",15
"50048",95
"50049",20
"50050",18
"50051",33
"50052",98
"50053",21
"50054",1
"50055",21
"50056",12
"50057",7
"50058",22
"50059",20
"50060",13
"50061",57
"50062",12
"50063",22
"50064",6
"50065",27
"50066",42
"50067",49
"50068",21
"50069",19
"50070",36
"50071",40
"50072",21
"50073",42
"50074",107
"50075",48
"50076",63
"50077",21
"50078",25
"50079",283
"50080",24
"50081",40
"50082",87
"50083",20
"50084",7
"50085",51
"50086",50
"50087",10
"50088",24
"50089",92
"50090",67
"50091",15
"50092",68
"50093",40
"50094",62
"50095",16
"50096",19
"50097",62
"50098",29
"50099",19
"50100",21
"50101",7
"50102",56
"50103",30
"50104",37
"50105",61
"50106",100
"50107",4
"50108",36
"50109",23
"50110",0
"50111",26
"50112",3
"50113",6
"50114",5
"50115",3
"50116",59
"50117",68
"50118",14
"50119",2
"50120",68
"50121",11
"50122",11
"50123",27
"50124",33
"50125",16
"50126",48
"50127",3
"50128",121
"50129",72
"50130",18
"50131",9
"50132",93
"50133",7
"50134",54
"50135",10
"50136",20
"50137",57
"50138",34
"50139",8
"50140",50
"50141",1
"50142",4
"50143",5
"50144",18
"50145",21
"50146",4
"50147",66
"50148",21
"50149",11
"50150",40
"50151",20
"50152",5
"50153",15
"50154",64
"50155",82
"50156",6
"50157",13
"50158",17
"50159",17
"50160",6
"50161",3
"50162",81
"50163",139
"50164",16
"50165",18
"50166",15
"50167",22
"50168",12
"50169",35
"50170",19
"50171",26
"50172",5
"50173",21
"50174",0
"50175",2
"50176",13
"50177",37
"50178",10
"50179",25
"50180",311
"50181",18
"50182",29
"50183",15
"50184",42
"50185",7
"50186",25
"50187",2
"50188",49
"50189",52
"50190",20
"50191",21
"50192",146
"50193",0
"50194",40
"50195",21
"50196",23
"50197",18
"50198",12
"50199",5
"50200",4
"50201",23
"50202",20
"50203",125
"50204",28
"50205",12
"50206",26
"50207",78
"50208",10
"50209",19
"50210",11
"50211",65
"50212",17
"50213",265
"50214",19
"50215",29
"50216",32
"50217",21
"50218",75
"50219",20
"50220",37
"50221",16
"50222",27
"50223",24
"50224",20
"50225",39
"50226",42
"50227",32
"50228",16
"50229",56
"50230",16
"50231",26
"50232",53
"50233",62
"50234",6
"50235",31
"50236",32
"50237",162
"50238",161
"50239",38
"50240",87
"50241",67
"50242",15
"50243",16
"50244",18
"50245",15
"50246",147
"50247",21
"50248",134
"50249",19
"50250",18
"50251",26
"50252",61
"50253",62
"50254",11
"50255",43
"50256",10
"50257",33
"50258",15
"50259",8
"50260",0
"50261",48
"50262",29
"50263",24
"50264",129
"50265",19
"50266",30
"50267",30
"50268",13
"50269",7
"50270",26
"50271",46
"50272",14
"50273",20
"50274",131
"50275",0
"50276",21
"50277",175
"50278",6
"50279",21
"50280",17
"50281",11
"50282",17
"50283",502
"50284",2
"50285",136
"50286",0
"50287",109
"50288",24
"50289",90
"50290",108
"50291",41
"50292",42
"50293",14
"50294",24
"50295",5
"50296",40
"50297",12
"50298",19
"50299",14
"50300",25
"50301",31
"50302",46
"50303",109
"50304",34
"50305",23
"50306",13
"50307",49
"50308",75
"50309",58
"50310",21
"50311",19
"50312",30
"50313",6
"50314",19
"50315",29
"50316",17
"50317",2
"50318",17
"50319",27
"50320",91
"50321",13
"50322",37
"50323",25
"50324",55
"50325",175
"50326",9
"50327",16
"50328",28
"50329",7
"50330",16
"50331",29
"50332",388
"50333",35
"50334",121
"50335",26
"50336",2
"50337",17
"50338",54
"50339",8
"50340",490
"50341",82
"50342",20
"50343",60
"50344",22
"50345",44
"50346",64
"50347",27
"50348",81
"50349",19
"50350",22
"50351",31
"50352",43
"50353",35
"50354",10
"50355",23
"50356",29
"50357",16
"50358",49
"50359",95
"50360",29
"50361",33
"50362",31
"50363",57
"50364",23
"50365",86
"50366",0
"50367",74
"50368",35
"50369",19
"50370",30
"50371",3
"50372",5
"50373",57
"50374",21
"50375",83
"50376",68
"50377",51
"50378",5
"50379",9
"50380",17
"50381",7
"50382",42
"50383",4
"50384",20
"50385",19
"50386",61
"50387",13
"50388",25
"50389",1
"50390",12
"50391",40
"50392",28
"50393",25
"50394",16
"50395",22
"50396",0
"50397",75
"50398",78
"50399",2
"50400",11
"50401",7
"50402",8
"50403",1924
"50404",21
"50405",31
"50406",35
"50407",91
"50408",32
"50409",36
"50410",14
"50411",39
"50412",269
"50413",16
"50414",17
"50415",23
"50416",50
"50417",58
"50418",1
"50419",16
"50420",83
"50421",23
"50422",12
"50423",11
"50424",95
"50425",8
"50426",15
"50427",15
"50428",3
"50429",59
"50430",98
"50431",21
"50432",64
"50433",0
"50434",23
"50435",29
"50436",12
"50437",15
"50438",14
"50439",23
"50440",36
"50441",74
"50442",39
"50443",5
"50444",64
"50445",16
"50446",6
"50447",19
"50448",39
"50449",76
"50450",3
"50451",18
"50452",2
"50453",35
"50454",46
"50455",27
"50456",13
"50457",9
"50458",17
"50459",18
"50460",72
"50461",2
"50462",53
"50463",10
"50464",3
"50465",15
"50466",19
"50467",25
"50468",21
"50469",20
"50470",5
"50471",5
"50472",19
"50473",6
"50474",100
"50475",13
"50476",63
"50477",21
"50478",19
"50479",4
"50480",32
"50481",3
"50482",5
"50483",32
"50484",18
"50485",25
"50486",15
"50487",44
"50488",16
"50489",24
"50490",22
"50491",43
"50492",10
"50493",6
"50494",10
"50495",8
"50496",28
"50497",0
"50498",32
"50499",6
"50500",13
"50501",16
"50502",9
"50503",11
"50504",22
"50505",57
"50506",28
"50507",6
"50508",53
"50509",509
"50510",35
"50511",1
"50512",2
"50513",32
"50514",705
"50515",16
"50516",64
"50517",30
"50518",61
"50519",22
"50520",38
"50521",22
"50522",16
"50523",122
"50524",32
"50525",7
"50526",22
"50527",15
"50528",88
"50529",44
"50530",56
"50531",12
"50532",15
"50533",31
"50534",19
"50535",50
"50536",7
"50537",143
"50538",119
"50539",46
"50540",76
"50541",20
"50542",28
"50543",29
"50544",37
"50545",19
"50546",31
"50547",4
"50548",23
"50549",15
"50550",18
"50551",172
"50552",42
"50553",21
"50554",35
"50555",28
"50556",31
"50557",41
"50558",17
"50559",63
"50560",36
"50561",33
"50562",6
"50563",58
"50564",35
"50565",19
"50566",65
"50567",29
"50568",39
"50569",13
"50570",15
"50571",24
"50572",180
"50573",140
"50574",30
"50575",13
"50576",5
"50577",74
"50578",3
"50579",72
"50580",34
"50581",37
"50582",12
"50583",3
"50584",55
"50585",18
"50586",23
"50587",11
"50588",22
"50589",30
"50590",53
"50591",51
"50592",4
"50593",141
"50594",10
"50595",34
"50596",24
"50597",23
"50598",22
"50599",44
"50600",43
"50601",14
"50602",72
"50603",32
"50604",2
"50605",29
"50606",32
"50607",21
"50608",13
"50609",4
"50610",18
"50611",62
"50612",26
"50613",20
"50614",11
"50615",26
"50616",23
"50617",21
"50618",25
"50619",663
"50620",8
"50621",13
"50622",12
"50623",33
"50624",20
"50625",18
"50626",58
"50627",61
"50628",23
"50629",220
"50630",20
"50631",25
"50632",14
"50633",28
"50634",15
"50635",54
"50636",2
"50637",46
"50638",16
"50639",20
"50640",4
"50641",23
"50642",4
"50643",13
"50644",32
"50645",5
"50646",49
"50647",68
"50648",360
"50649",17
"50650",27
"50651",148
"50652",136
"50653",18
"50654",58
"50655",35
"50656",40
"50657",24
"50658",14
"50659",263
"50660",19
"50661",20
"50662",5
"50663",8
"50664",10
"50665",2
"50666",32
"50667",7
"50668",15
"50669",14
"50670",27
"50671",100
"50672",6
"50673",15
"50674",18
"50675",54
"50676",45
"50677",3
"50678",13
"50679",31
"50680",27
"50681",23
"50682",52
"50683",2
"50684",18
"50685",26
"50686",106
"50687",35
"50688",22
"50689",44
"50690",18
"50691",35
"50692",117
"50693",29
"50694",30
"50695",6
"50696",25
"50697",31
"50698",59
"50699",46
"50700",21
"50701",3
"50702",33
"50703",11
"50704",27
"50705",46
"50706",39
"50707",36
"50708",52
"50709",40
"50710",42
"50711",46
"50712",14
"50713",15
"50714",23
"50715",35
"50716",21
"50717",55
"50718",15
"50719",9
"50720",66
"50721",114
"50722",18
"50723",31
"50724",23
"50725",10
"50726",37
"50727",22
"50728",20
"50729",43
"50730",6
"50731",23
"50732",59
"50733",25
"50734",50
"50735",24
"50736",41
"50737",25
"50738",7
"50739",5
"50740",16
"50741",67
"50742",34
"50743",31
"50744",21
"50745",22
"50746",4
"50747",1
"50748",81
"50749",39
"50750",25
"50751",21
"50752",32
"50753",76
"50754",19
"50755",25
"50756",29
"50757",23
"50758",23
"50759",29
"50760",34
"50761",29
"50762",49
"50763",96
"50764",20
"50765",24
"50766",134
"50767",38
"50768",104
"50769",12
"50770",17
"50771",22
"50772",106
"50773",104
"50774",90
"50775",106
"50776",19
"50777",20
"50778",50
"50779",3
"50780",57
"50781",85
"50782",11
"50783",12
"50784",5
"50785",44
"50786",49
"50787",26
"50788",94
"50789",76
"50790",13
"50791",3
"50792",3
"50793",10
"50794",27
"50795",49
"50796",32
"50797",7
"50798",35
"50799",15
"50800",15
"50801",27
"50802",17
"50803",34
"50804",311
"50805",70
"50806",29
"50807",38
"50808",3
"50809",35
"50810",41
"50811",8
"50812",101
"50813",22
"50814",60
"50815",27
"50816",38
"50817",56
"50818",74
"50819",22
"50820",82
"50821",82
"50822",34
"50823",59
"50824",24
"50825",6
"50826",17
"50827",39
"50828",57
"50829",25
"50830",81
"50831",15
"50832",119
"50833",45
"50834",123
"50835",57
"50836",23
"50837",28
"50838",185
"50839",228
"50840",222
"50841",259
"50842",223
"50843",28
"50844",51
"50845",11
"50846",101
"50847",2
"50848",23
"50849",30
"50850",40
"50851",7
"50852",51
"50853",23
"50854",39
"50855",18
"50856",34
"50857",9
"50858",36
"50859",37
"50860",36
"50861",36
"50862",23
"50863",32
"50864",144
"50865",8
"50866",16
"50867",18
"50868",27
"50869",17
"50870",3
"50871",8
"50872",29
"50873",3
"50874",16
"50875",168
"50876",55
"50877",33
"50878",27
"50879",12
"50880",29
"50881",140
"50882",54
"50883",7
"50884",60
"50885",8
"50886",19
"50887",62
"50888",44
"50889",120
"50890",7
"50891",33
"50892",78
"50893",71
"50894",79
"50895",87
"50896",39
"50897",104
"50898",103
"50899",45
"50900",42
"50901",105
"50902",52
"50903",53
"50904",16
"50905",24
"50906",15
"50907",0
"50908",22
"50909",24
"50910",9
"50911",50
"50912",21
"50913",15
"50914",16
"50915",30
"50916",11
"50917",25
"50918",18
"50919",24
"50920",39
"50921",41
"50922",44
"50923",20
"50924",23
"50925",247
"50926",107
"50927",185
"50928",29
"50929",8
"50930",32
"50931",1
"50932",16
"50933",30
"50934",62
"50935",16
"50936",16
"50937",28
"50938",255
"50939",85
"50940",93
"50941",128
"50942",62
"50943",13
"50944",20
"50945",56
"50946",1
"50947",34
"50948",4
"50949",91
"50950",55
"50951",75
"50952",33
"50953",19
"50954",35
"50955",20
"50956",20
"50957",21
"50958",17
"50959",3
"50960",21
"50961",28
"50962",15
"50963",45
"50964",26
"50965",11
"50966",0
"50967",6
"50968",64
"50969",39
"50970",29
"50971",35
"50972",59
"50973",21
"50974",18
"50975",181
"50976",67
"50977",20
"50978",4
"50979",65
"50980",96
"50981",35
"50982",27
"50983",16
"50984",15
"50985",45
"50986",19
"50987",23
"50988",16
"50989",17
"50990",18
"50991",85
"50992",79
"50993",84
"50994",41
"50995",71
"50996",23
"50997",170
"50998",15
"50999",23
"51000",62
"51001",10
"51002",1
"51003",246
"51004",22
"51005",136
"51006",15
"51007",0
"51008",22
"51009",46
"51010",16
"51011",35
"51012",24
"51013",28
"51014",48
"51015",108
"51016",8
"51017",24
"51018",21
"51019",24
"51020",17
"51021",16
"51022",24
"51023",24
"51024",21
"51025",27
"51026",6
"51027",20
"51028",38
"51029",51
"51030",30
"51031",15
"51032",23
"51033",31
"51034",4
"51035",21
"51036",25
"51037",74
"51038",43
"51039",95
"51040",15
"51041",24
"51042",42
"51043",131
"51044",8
"51045",21
"51046",7
"51047",7
"51048",50
"51049",17
"51050",22
"51051",7
"51052",32
"51053",45
"51054",27
"51055",31
"51056",17
"51057",73
"51058",18
"51059",13
"51060",4
"51061",7
"51062",29
"51063",19
"51064",6
"51065",5
"51066",16
"51067",3
"51068",62
"51069",34
"51070",1
"51071",16
"51072",39
"51073",33
"51074",87
"51075",21
"51076",18
"51077",77
"51078",21
"51079",19
"51080",16
"51081",32
"51082",20
"51083",137
"51084",108
"51085",18
"51086",7
"51087",25
"51088",31
"51089",31
"51090",26
"51091",29
"51092",10
"51093",48
"51094",17
"51095",24
"51096",6
"51097",8
"51098",28
"51099",18
"51100",6
"51101",21
"51102",47
"51103",5
"51104",15
"51105",16
"51106",39
"51107",16
"51108",18
"51109",27
"51110",25
"51111",22
"51112",21
"51113",24
"51114",15
"51115",20
"51116",12
"51117",146
"51118",44
"51119",25
"51120",0
"51121",103
"51122",34
"51123",36
"51124",40
"51125",22
"51126",46
"51127",92
"51128",4
"51129",1
"51130",2
"51131",1
"51132",21
"51133",23
"51134",22
"51135",6
"51136",149
"51137",54
"51138",23
"51139",75
"51140",103
"51141",233
"51142",32
"51143",15
"51144",36
"51145",33
"51146",54
"51147",25
"51148",55
"51149",66
"51150",18
"51151",25
"51152",7
"51153",10
"51154",8
"51155",30
"51156",68
"51157",85
"51158",20
"51159",235
"51160",13
"51161",6
"51162",33
"51163",195
"51164",8
"51165",59
"51166",4
"51167",76
"51168",94
"51169",32
"51170",62
"51171",71
"51172",24
"51173",200
"51174",28
"51175",27
"51176",33
"51177",22
"51178",8
"51179",150
"51180",69
"51181",68
"51182",113
"51183",2
"51184",61
"51185",64
"51186",7
"51187",44
"51188",79
"51189",225
"51190",73
"51191",165
"51192",62
"51193",83
"51194",151
"51195",40
"51196",32
"51197",44
"51198",105
"51199",19
"51200",21
"51201",36
"51202",28
"51203",53
"51204",119
"51205",9
"51206",36
"51207",14
"51208",64
"51209",2
"51210",132
"51211",23
"51212",202
"51213",11
"51214",47
"51215",50
"51216",34
"51217",36
"51218",53
"51219",12
"51220",5
"51221",17
"51222",20
"51223",73
"51224",18
"51225",280
"51226",6
"51227",21
"51228",21
"51229",0
"51230",30
"51231",6
"51232",41
"51233",30
"51234",20
"51235",15
"51236",40
"51237",25
"51238",24
"51239",15
"51240",15
"51241",49
"51242",167
"51243",38
"51244",22
"51245",35
"51246",6
"51247",4
"51248",8
"51249",43
"51250",4
"51251",41
"51252",22
"51253",13
"51254",4
"51255",20
"51256",2
"51257",20
"51258",4
"51259",12
"51260",78
"51261",47
"51262",11
"51263",44
"51264",74
"51265",20
"51266",23
"51267",15
"51268",24
"51269",3
"51270",51
"51271",5
"51272",5
"51273",15
"51274",21
"51275",18
"51276",7
"51277",21
"51278",114
"51279",17
"51280",4
"51281",4
"51282",7
"51283",1
"51284",43
"51285",104
"51286",2
"51287",58
"51288",1
"51289",4
"51290",43
"51291",45
"51292",15
"51293",52
"51294",16
"51295",30
"51296",24
"51297",26
"51298",14
"51299",117
"51300",29
"51301",3
"51302",25
"51303",27
"51304",16
"51305",31
"51306",150
"51307",101
"51308",66
"51309",81
"51310",1
"51311",29
"51312",46
"51313",19
"51314",16
"51315",51
"51316",24
"51317",39
"51318",27
"51319",22
"51320",1
"51321",17
"51322",18
"51323",85
"51324",15
"51325",3
"51326",21
"51327",25
"51328",21
"51329",69
"51330",22
"51331",31
"51332",22
"51333",23
"51334",9
"51335",15
"51336",29
"51337",3
"51338",13
"51339",43
"51340",34
"51341",21
"51342",36
"51343",26
"51344",14
"51345",0
"51346",2
"51347",6
"51348",62
"51349",59
"51350",7
"51351",1
"51352",19
"51353",42
"51354",5
"51355",19
"51356",19
"51357",16
"51358",96
"51359",17
"51360",5
"51361",8
"51362",13
"51363",57
"51364",22
"51365",17
"51366",10
"51367",2
"51368",6
"51369",22
"51370",7
"51371",3
"51372",51
"51373",101
"51374",10
"51375",16
"51376",140
"51377",184
"51378",78
"51379",62
"51380",15
"51381",4
"51382",101
"51383",67
"51384",43
"51385",16
"51386",14
"51387",46
"51388",128
"51389",15
"51390",18
"51391",37
"51392",8
"51393",68
"51394",20
"51395",19
"51396",18
"51397",11
"51398",10
"51399",15
"51400",56
"51401",4
"51402",5
"51403",22
"51404",99
"51405",3
"51406",3
"51407",1058
"51408",40
"51409",85
"51410",60
"51411",63
"51412",3
"51413",10
"51414",91
"51415",22
"51416",160
"51417",3
"51418",44
"51419",9
"51420",82
"51421",11
"51422",30
"51423",6
"51424",9
"51425",36
"51426",64
"51427",9
"51428",44
"51429",87
"51430",40
"51431",22
"51432",24
"51433",9
"51434",15
"51435",19
"51436",19
"51437",7
"51438",149
"51439",50
"51440",21
"51441",40
"51442",4
"51443",9
"51444",14
"51445",13
"51446",5
"51447",47
"51448",39
"51449",22
"51450",52
"51451",13
"51452",0
"51453",6
"51454",4
"51455",17
"51456",13
"51457",139
"51458",4
"51459",2
"51460",26
"51461",19
"51462",36
"51463",23
"51464",85
"51465",5
"51466",26
"51467",16
"51468",22
"51469",12
"51470",19
"51471",6
"51472",270
"51473",6
"51474",43
"51475",11
"51476",12
"51477",17
"51478",30
"51479",68
"51480",23
"51481",165
"51482",15
"51483",27
"51484",156
"51485",42
"51486",23
"51487",48
"51488",15
"51489",2
"51490",16
"51491",21
"51492",56
"51493",14
"51494",18
"51495",20
"51496",15
"51497",81
"51498",153
"51499",55
"51500",8
"51501",159
"51502",8
"51503",7
"51504",21
"51505",23
"51506",17
"51507",39
"51508",29
"51509",115
"51510",17
"51511",23
"51512",46
"51513",15
"51514",24
"51515",19
"51516",7
"51517",33
"51518",1
"51519",16
"51520",98
"51521",16
"51522",16
"51523",14
"51524",22
"51525",19
"51526",54
"51527",75
"51528",7
"51529",79
"51530",234
"51531",27
"51532",80
"51533",24
"51534",17
"51535",16
"51536",19
"51537",31
"51538",29
"51539",22
"51540",68
"51541",11
"51542",189
"51543",28
"51544",62
"51545",250
"51546",3
"51547",17
"51548",36
"51549",23
"51550",49
"51551",27
"51552",112
"51553",109
"51554",188
"51555",79
"51556",24
"51557",19
"51558",4
"51559",54
"51560",7
"51561",2
"51562",106
"51563",116
"51564",9
"51565",187
"51566",107
"51567",23
"51568",19
"51569",3
"51570",33
"51571",4
"51572",2
"51573",56
"51574",28
"51575",20
"51576",5
"51577",7
"51578",24
"51579",1
"51580",16
"51581",11
"51582",35
"51583",89
"51584",88
"51585",27
"51586",28
"51587",24
"51588",16
"51589",13
"51590",8
"51591",15
"51592",23
"51593",22
"51594",29
"51595",30
"51596",188
"51597",38
"51598",24
"51599",53
"51600",2
"51601",29
"51602",12
"51603",45
"51604",14
"51605",29
"51606",10
"51607",67
"51608",4
"51609",8
"51610",50
"51611",6
"51612",3
"51613",24
"51614",14
"51615",36
"51616",26
"51617",18
"51618",167
"51619",9
"51620",65
"51621",21
"51622",8
"51623",67
"51624",50
"51625",25
"51626",46
"51627",182
"51628",75
"51629",29
"51630",35
"51631",73
"51632",1
"51633",0
"51634",84
"51635",28
"51636",2
"51637",15
"51638",3
"51639",84
"51640",4
"51641",23
"51642",30
"51643",60
"51644",233
"51645",99
"51646",31
"51647",7
"51648",33
"51649",111
"51650",18
"51651",10
"51652",224
"51653",136
"51654",47
"51655",85
"51656",10
"51657",2
"51658",46
"51659",22
"51660",5
"51661",14
"51662",41
"51663",27
"51664",18
"51665",10
"51666",7
"51667",22
"51668",8
"51669",124
"51670",16
"51671",17
"51672",16
"51673",16
"51674",22
"51675",8
"51676",89
"51677",109
"51678",8
"51679",40
"51680",1
"51681",35
"51682",41
"51683",164
"51684",30
"51685",9
"51686",17
"51687",111
"51688",9
"51689",20
"51690",29
"51691",14
"51692",25
"51693",27
"51694",34
"51695",3
"51696",60
"51697",94
"51698",28
"51699",1
"51700",15
"51701",21
"51702",31
"51703",80
"51704",41
"51705",61
"51706",65
"51707",52
"51708",56
"51709",24
"51710",20
"51711",39
"51712",3
"51713",9
"51714",12
"51715",7
"51716",15
"51717",25
"51718",2
"51719",46
"51720",38
"51721",45
"51722",99
"51723",19
"51724",22
"51725",18
"51726",74
"51727",0
"51728",64
"51729",49
"51730",5
"51731",24
"51732",25
"51733",29
"51734",112
"51735",3
"51736",5
"51737",3
"51738",68
"51739",4
"51740",92
"51741",20
"51742",33
"51743",10
"51744",50
"51745",18
"51746",21
"51747",0
"51748",22
"51749",74
"51750",107
"51751",29
"51752",127
"51753",29
"51754",0
"51755",10
"51756",151
"51757",175
"51758",19
"51759",16
"51760",16
"51761",23
"51762",9
"51763",21
"51764",106
"51765",33
"51766",18
"51767",10
"51768",19
"51769",28
"51770",15
"51771",88
"51772",45
"51773",19
"51774",17
"51775",64
"51776",22
"51777",160
"51778",87
"51779",201
"51780",112
"51781",47
"51782",5
"51783",30
"51784",267
"51785",4
"51786",7
"51787",38
"51788",5
"51789",8
"51790",66
"51791",11
"51792",65
"51793",11
"51794",46
"51795",163
"51796",273
"51797",21
"51798",51
"51799",25
"51800",18
"51801",6
"51802",34
"51803",15
"51804",415
"51805",102
"51806",108
"51807",73
"51808",54
"51809",296
"51810",16
"51811",134
"51812",67
"51813",108
"51814",13
"51815",5
"51816",41
"51817",59
"51818",19
"51819",40
"51820",22
"51821",15
"51822",18
"51823",39
"51824",32
"51825",98
"51826",40
"51827",31
"51828",0
"51829",16
"51830",80
"51831",23
"51832",6
"51833",7
"51834",58
"51835",287
"51836",89
"51837",62
"51838",130
"51839",66
"51840",57
"51841",57
"51842",31
"51843",6
"51844",83
"51845",61
"51846",21
"51847",44
"51848",58
"51849",70
"51850",70
"51851",29
"51852",2
"51853",15
"51854",4
"51855",21
"51856",3
"51857",27
"51858",36
"51859",42
"51860",162
"51861",5
"51862",12
"51863",85
"51864",11
"51865",34
"51866",28
"51867",56
"51868",239
"51869",2
"51870",42
"51871",15
"51872",20
"51873",6
"51874",101
"51875",46
"51876",11
"51877",118
"51878",145
"51879",34
"51880",22
"51881",11
"51882",10
"51883",58
"51884",20
"51885",113
"51886",77
"51887",26
"51888",15
"51889",51
"51890",33
"51891",26
"51892",38
"51893",37
"51894",6
"51895",41
"51896",58
"51897",57
"51898",54
"51899",91
"51900",31
"51901",32
"51902",0
"51903",27
"51904",20
"51905",6
"51906",29
"51907",71
"51908",11
"51909",29
"51910",14
"51911",152
"51912",25
"51913",18
"51914",13
"51915",30
"51916",7
"51917",59
"51918",21
"51919",65
"51920",26
"51921",5
"51922",14
"51923",23
"51924",15
"51925",0
"51926",68
