"","x"
"25908",28
"25909",28
"25910",15
"25911",21
"25912",15
"25913",40
"25914",4
"25915",90
"25916",25
"25917",9
"25918",11
"25919",1
"25920",1
"25921",7
"25922",65
"25923",6
"25924",46
"25925",11
"25926",48
"25927",15
"25928",17
"25929",40
"25930",33
"25931",2
"25932",18
"25933",3
"25934",25
"25935",3
"25936",9
"25937",75
"25938",0
"25939",12
"25940",29
"25941",157
"25942",17
"25943",2
"25944",15
"25945",34
"25946",15
"25947",11
"25948",27
"25949",5
"25950",5
"25951",107
"25952",83
"25953",7
"25954",4
"25955",32
"25956",32
"25957",41
"25958",86
"25959",57
"25960",16
"25961",14
"25962",29
"25963",22
"25964",3
"25965",17
"25966",18
"25967",21
"25968",6
"25969",42
"25970",26
"25971",24
"25972",265
"25973",17
"25974",3
"25975",2
"25976",55
"25977",10
"25978",20
"25979",39
"25980",17
"25981",32
"25982",20
"25983",11
"25984",17
"25985",17
"25986",22
"25987",18
"25988",3
"25989",8
"25990",4
"25991",3
"25992",34
"25993",18
"25994",64
"25995",17
"25996",5
"25997",9
"25998",4
"25999",56
"26000",4
"26001",20
"26002",20
"26003",15
"26004",44
"26005",15
"26006",2
"26007",7
"26008",21
"26009",13
"26010",55
"26011",24
"26012",13
"26013",28
"26014",3
"26015",70
"26016",9
"26017",34
"26018",40
"26019",3
"26020",71
"26021",4
"26022",25
"26023",15
"26024",19
"26025",28
"26026",1
"26027",121
"26028",23
"26029",4
"26030",51
"26031",46
"26032",67
"26033",17
"26034",78
"26035",67
"26036",18
"26037",37
"26038",68
"26039",21
"26040",7
"26041",39
"26042",6
"26043",28
"26044",51
"26045",76
"26046",17
"26047",22
"26048",6
"26049",9
"26050",4
"26051",46
"26052",16
"26053",35
"26054",40
"26055",1
"26056",49
"26057",5
"26058",49
"26059",41
"26060",26
"26061",28
"26062",25
"26063",47
"26064",22
"26065",34
"26066",19
"26067",58
"26068",20
"26069",31
"26070",28
"26071",34
"26072",42
"26073",22
"26074",4
"26075",10
"26076",6
"26077",18
"26078",52
"26079",54
"26080",5
"26081",8
"26082",39
"26083",37
"26084",32
"26085",3
"26086",30
"26087",97
"26088",15
"26089",4
"26090",22
"26091",29
"26092",25
"26093",27
"26094",38
"26095",73
"26096",41
"26097",214
"26098",27
"26099",20
"26100",20
"26101",19
"26102",6
"26103",22
"26104",10
"26105",55
"26106",3
"26107",24
"26108",142
"26109",20
"26110",23
"26111",22
"26112",47
"26113",7
"26114",8
"26115",1
"26116",16
"26117",75
"26118",21
"26119",4
"26120",3
"26121",7
"26122",16
"26123",21
"26124",21
"26125",23
"26126",14
"26127",27
"26128",1
"26129",2
"26130",53
"26131",6
"26132",23
"26133",27
"26134",19
"26135",11
"26136",102
"26137",99
"26138",35
"26139",50
"26140",18
"26141",11
"26142",21
"26143",33
"26144",7
"26145",49
"26146",32
"26147",2
"26148",11
"26149",99
"26150",69
"26151",60
"26152",16
"26153",21
"26154",11
"26155",14
"26156",1
"26157",2
"26158",8
"26159",13
"26160",74
"26161",24
"26162",27
"26163",15
"26164",36
"26165",121
"26166",33
"26167",33
"26168",28
"26169",20
"26170",5
"26171",89
"26172",19
"26173",13
"26174",28
"26175",16
"26176",30
"26177",53
"26178",42
"26179",15
"26180",36
"26181",9
"26182",24
"26183",16
"26184",18
"26185",20
"26186",7
"26187",0
"26188",5
"26189",5
"26190",29
"26191",26
"26192",12
"26193",16
"26194",42
"26195",32
"26196",123
"26197",1
"26198",6
"26199",34
"26200",17
"26201",7
"26202",74
"26203",81
"26204",20
"26205",21
"26206",8
"26207",15
"26208",15
"26209",21
"26210",19
"26211",14
"26212",16
"26213",12
"26214",22
"26215",88
"26216",23
"26217",11
"26218",12
"26219",38
"26220",12
"26221",14
"26222",5
"26223",10
"26224",26
"26225",28
"26226",13
"26227",33
"26228",23
"26229",29
"26230",4
"26231",3
"26232",30
"26233",2
"26234",11
"26235",17
"26236",3
"26237",48
"26238",31
"26239",10
"26240",24
"26241",19
"26242",18
"26243",63
"26244",34
"26245",27
"26246",388
"26247",294
"26248",62
"26249",66
"26250",19
"26251",21
"26252",7
"26253",103
"26254",16
"26255",2
"26256",24
"26257",17
"26258",8
"26259",32
"26260",23
"26261",45
"26262",189
"26263",225
"26264",209
"26265",21
"26266",18
"26267",48
"26268",29
"26269",10
"26270",133
"26271",16
"26272",39
"26273",12
"26274",2
"26275",206
"26276",187
"26277",10
"26278",21
"26279",61
"26280",33
"26281",1
"26282",6
"26283",226
"26284",67
"26285",26
"26286",147
"26287",36
"26288",40
"26289",149
"26290",0
"26291",28
"26292",12
"26293",23
"26294",15
"26295",24
"26296",16
"26297",34
"26298",24
"26299",29
"26300",12
"26301",19
"26302",20
"26303",121
"26304",31
"26305",66
"26306",22
"26307",5
"26308",29
"26309",31
"26310",27
"26311",39
"26312",42
"26313",37
"26314",24
"26315",106
"26316",36
"26317",18
"26318",149
"26319",98
"26320",21
"26321",20
"26322",15
"26323",85
"26324",14
"26325",41
"26326",11
"26327",13
"26328",17
"26329",396
"26330",221
"26331",222
"26332",8
"26333",25
"26334",26
"26335",15
"26336",56
"26337",4
"26338",41
"26339",63
"26340",22
"26341",19
"26342",16
"26343",48
"26344",20
"26345",40
"26346",5
"26347",29
"26348",32
"26349",19
"26350",21
"26351",21
"26352",102
"26353",43
"26354",19
"26355",14
"26356",19
"26357",257
"26358",235
"26359",51
"26360",31
"26361",26
"26362",19
"26363",8
"26364",16
"26365",32
"26366",223
"26367",17
"26368",22
"26369",20
"26370",1
"26371",3
"26372",16
"26373",36
"26374",160
"26375",18
"26376",21
"26377",18
"26378",171
"26379",24
"26380",20
"26381",24
"26382",17
"26383",31
"26384",34
"26385",34
"26386",40
"26387",20
"26388",2
"26389",16
"26390",250
"26391",278
"26392",7
"26393",20
"26394",43
"26395",28
"26396",39
"26397",10
"26398",35
"26399",36
"26400",110
"26401",23
"26402",71
"26403",6
"26404",15
"26405",10
"26406",13
"26407",34
"26408",61
"26409",89
"26410",63
"26411",21
"26412",21
"26413",24
"26414",36
"26415",15
"26416",3
"26417",19
"26418",95
"26419",19
"26420",64
"26421",22
"26422",2
"26423",9
"26424",18
"26425",18
"26426",98
"26427",731
"26428",15
"26429",167
"26430",42
"26431",22
"26432",39
"26433",205
"26434",199
"26435",15
"26436",71
"26437",18
"26438",13
"26439",21
"26440",48
"26441",20
"26442",18
"26443",16
"26444",291
"26445",41
"26446",33
"26447",7
"26448",21
"26449",35
"26450",23
"26451",40
"26452",33
"26453",44
"26454",8
"26455",30
"26456",27
"26457",15
"26458",76
"26459",35
"26460",8
"26461",288
"26462",41
"26463",27
"26464",11
"26465",2
"26466",19
"26467",16
"26468",71
"26469",10
"26470",251
"26471",7
"26472",18
"26473",32
"26474",24
"26475",29
"26476",4
"26477",35
"26478",20
"26479",16
"26480",1
"26481",16
"26482",49
"26483",20
"26484",9
"26485",43
"26486",19
"26487",18
"26488",35
"26489",10
"26490",56
"26491",25
"26492",18
"26493",20
"26494",51
"26495",2
"26496",40
"26497",16
"26498",11
"26499",48
"26500",9
"26501",116
"26502",9
"26503",16
"26504",21
"26505",36
"26506",21
"26507",11
"26508",22
"26509",31
"26510",61
"26511",26
"26512",4
"26513",80
"26514",20
"26515",34
"26516",27
"26517",30
"26518",15
"26519",16
"26520",12
"26521",16
"26522",15
"26523",30
"26524",18
"26525",15
"26526",18
"26527",8
"26528",45
"26529",34
"26530",87
"26531",38
"26532",20
"26533",42
"26534",21
"26535",16
"26536",21
"26537",61
"26538",97
"26539",20
"26540",56
"26541",21
"26542",75
"26543",215
"26544",93
"26545",17
"26546",24
"26547",19
"26548",20
"26549",24
"26550",51
"26551",32
"26552",1
"26553",19
"26554",40
"26555",6
"26556",25
"26557",11
"26558",17
"26559",6
"26560",14
"26561",15
"26562",750
"26563",30
"26564",92
"26565",112
"26566",0
"26567",15
"26568",24
"26569",36
"26570",25
"26571",13
"26572",28
"26573",41
"26574",0
"26575",21
"26576",27
"26577",15
"26578",2
"26579",5
"26580",48
"26581",11
"26582",30
"26583",4
"26584",122
"26585",90
"26586",23
"26587",30
"26588",12
"26589",40
"26590",19
"26591",2
"26592",17
"26593",20
"26594",51
"26595",16
"26596",20
"26597",15
"26598",27
"26599",23
"26600",4
"26601",21
"26602",43
"26603",25
"26604",2
"26605",53
"26606",20
"26607",78
"26608",5
"26609",252
"26610",25
"26611",29
"26612",46
"26613",19
"26614",15
"26615",38
"26616",45
"26617",27
"26618",42
"26619",27
"26620",18
"26621",5
"26622",16
"26623",37
"26624",29
"26625",0
"26626",15
"26627",12
"26628",18
"26629",72
"26630",15
"26631",3
"26632",34
"26633",28
"26634",67
"26635",58
"26636",15
"26637",13
"26638",47
"26639",236
"26640",28
"26641",14
"26642",5
"26643",30
"26644",41
"26645",21
"26646",28
"26647",11
"26648",18
"26649",16
"26650",8
"26651",59
"26652",8
"26653",30
"26654",15
"26655",40
"26656",33
"26657",13
"26658",30
"26659",16
"26660",45
"26661",23
"26662",18
"26663",639
"26664",97
"26665",117
"26666",103
"26667",45
"26668",20
"26669",16
"26670",107
"26671",18
"26672",104
"26673",20
"26674",17
"26675",47
"26676",23
"26677",58
"26678",45
"26679",114
"26680",96
"26681",36
"26682",67
"26683",8
"26684",23
"26685",3
"26686",7
"26687",18
"26688",27
"26689",8
"26690",30
"26691",26
"26692",131
"26693",47
"26694",82
"26695",32
"26696",96
"26697",14
"26698",8
"26699",11
"26700",24
"26701",58
"26702",42
"26703",69
"26704",1
"26705",1
"26706",38
"26707",19
"26708",80
"26709",45
"26710",46
"26711",65
"26712",33
"26713",46
"26714",72
"26715",24
"26716",38
"26717",17
"26718",64
"26719",135
"26720",15
"26721",18
"26722",29
"26723",45
"26724",29
"26725",53
"26726",33
"26727",22
"26728",29
"26729",24
"26730",36
"26731",12
"26732",47
"26733",20
"26734",3
"26735",20
"26736",9
"26737",29
"26738",41
"26739",36
"26740",49
"26741",274
"26742",16
"26743",8
"26744",561
"26745",8
"26746",39
"26747",36
"26748",63
"26749",13
"26750",19
"26751",62
"26752",19
"26753",57
"26754",4
"26755",24
"26756",43
"26757",17
"26758",12
"26759",388
"26760",31
"26761",14
"26762",80
"26763",20
"26764",11
"26765",23
"26766",25
"26767",5
"26768",19
"26769",33
"26770",211
"26771",34
"26772",17
"26773",28
"26774",27
"26775",2
"26776",153
"26777",23
"26778",18
"26779",21
"26780",6
"26781",25
"26782",16
"26783",218
"26784",18
"26785",16
"26786",48
"26787",11
"26788",79
"26789",77
"26790",41
"26791",21
"26792",37
"26793",59
"26794",18
"26795",24
"26796",18
"26797",46
"26798",61
"26799",57
"26800",88
"26801",94
"26802",54
"26803",47
"26804",20
"26805",19
"26806",20
"26807",25
"26808",24
"26809",15
"26810",5
"26811",33
"26812",54
"26813",19
"26814",4
"26815",366
"26816",24
"26817",20
"26818",3
"26819",20
"26820",6
"26821",27
"26822",23
"26823",10
"26824",29
"26825",19
"26826",15
"26827",33
"26828",21
"26829",16
"26830",22
"26831",7
"26832",45
"26833",18
"26834",113
"26835",2
"26836",54
"26837",21
"26838",11
"26839",21
"26840",16
"26841",22
"26842",12
"26843",19
"26844",4
"26845",7
"26846",18
"26847",36
"26848",110
"26849",0
"26850",33
"26851",24
"26852",23
"26853",22
"26854",67
"26855",41
"26856",22
"26857",134
"26858",145
"26859",18
"26860",24
"26861",53
"26862",51
"26863",38
"26864",8
"26865",618
"26866",16
"26867",15
"26868",63
"26869",35
"26870",4
"26871",4
"26872",27
"26873",36
"26874",33
"26875",82
"26876",45
"26877",83
"26878",34
"26879",5
"26880",30
"26881",4
"26882",38
"26883",33
"26884",105
"26885",18
"26886",35
"26887",4
"26888",25
"26889",8
"26890",2
"26891",7
"26892",103
"26893",34
"26894",19
"26895",25
"26896",26
"26897",16
"26898",15
"26899",15
"26900",8
"26901",32
"26902",99
"26903",14
"26904",36
"26905",16
"26906",68
"26907",25
"26908",18
"26909",462
"26910",24
"26911",130
"26912",69
"26913",18
"26914",24
"26915",39
"26916",22
"26917",54
"26918",28
"26919",29
"26920",6
"26921",13
"26922",18
"26923",32
"26924",100
"26925",82
"26926",18
"26927",21
"26928",37
"26929",23
"26930",0
"26931",3
"26932",48
"26933",82
"26934",8
"26935",24
"26936",31
"26937",34
"26938",29
"26939",47
"26940",67
"26941",85
"26942",2
"26943",34
"26944",21
"26945",127
"26946",17
"26947",30
"26948",16
"26949",24
"26950",24
"26951",37
"26952",70
"26953",29
"26954",11
"26955",28
"26956",56
"26957",25
"26958",21
"26959",16
"26960",98
"26961",46
"26962",18
"26963",119
"26964",20
"26965",1
"26966",26
"26967",18
"26968",19
"26969",99
"26970",34
"26971",3
"26972",76
"26973",91
"26974",86
"26975",15
"26976",21
"26977",53
"26978",35
"26979",28
"26980",35
"26981",15
"26982",21
"26983",15
"26984",114
"26985",111
"26986",2
"26987",8
"26988",135
"26989",142
"26990",21
"26991",4
"26992",18
"26993",24
"26994",30
"26995",75
"26996",57
"26997",25
"26998",40
"26999",19
"27000",40
"27001",40
"27002",51
"27003",64
"27004",1
"27005",107
"27006",75
"27007",51
"27008",59
"27009",28
"27010",92
"27011",73
"27012",17
"27013",16
"27014",8
"27015",71
"27016",21
"27017",36
"27018",51
"27019",31
"27020",25
"27021",38
"27022",70
"27023",43
"27024",17
"27025",8
"27026",100
"27027",20
"27028",20
"27029",30
"27030",29
"27031",52
"27032",23
"27033",35
"27034",449
"27035",15
"27036",47
"27037",56
"27038",32
"27039",44
"27040",33
"27041",30
"27042",59
"27043",36
"27044",19
"27045",17
"27046",19
"27047",29
"27048",247
"27049",31
"27050",20
"27051",20
"27052",48
"27053",14
"27054",40
"27055",25
"27056",21
"27057",186
"27058",66
"27059",40
"27060",45
"27061",29
"27062",17
"27063",85
"27064",51
"27065",31
"27066",31
"27067",14
"27068",65
"27069",34
"27070",79
"27071",11
"27072",145
"27073",5
"27074",0
"27075",21
"27076",2
"27077",125
"27078",132
"27079",18
"27080",15
"27081",40
"27082",34
"27083",15
"27084",19
"27085",9
"27086",16
"27087",16
"27088",49
"27089",130
"27090",120
"27091",55
"27092",41
"27093",15
"27094",74
"27095",57
"27096",37
"27097",17
"27098",3
"27099",5
"27100",35
"27101",13
"27102",23
"27103",24
"27104",15
"27105",2
"27106",19
"27107",27
"27108",10
"27109",71
"27110",32
"27111",15
"27112",52
"27113",25
"27114",776
"27115",7
"27116",108
"27117",70
"27118",30
"27119",70
"27120",230
"27121",17
"27122",16
"27123",58
"27124",42
"27125",26
"27126",49
"27127",30
"27128",141
"27129",41
"27130",40
"27131",22
"27132",123
"27133",120
"27134",91
"27135",54
"27136",6
"27137",23
"27138",91
"27139",47
"27140",11
"27141",47
"27142",9
"27143",16
"27144",59
"27145",40
"27146",8
"27147",2
"27148",59
"27149",18
"27150",45
"27151",163
"27152",56
"27153",17
"27154",116
"27155",1
"27156",38
"27157",31
"27158",35
"27159",9
"27160",92
"27161",0
"27162",43
"27163",31
"27164",17
"27165",20
"27166",48
"27167",36
"27168",63
"27169",77
"27170",52
"27171",32
"27172",15
"27173",5
"27174",41
"27175",16
"27176",12
"27177",24
"27178",46
"27179",7
"27180",46
"27181",6
"27182",18
"27183",17
"27184",25
"27185",36
"27186",226
"27187",23
"27188",152
"27189",37
"27190",205
"27191",16
"27192",20
"27193",16
"27194",59
"27195",30
"27196",1
"27197",19
"27198",49
"27199",83
"27200",101
"27201",14
"27202",530
"27203",36
"27204",294
"27205",412
"27206",16
"27207",15
"27208",16
"27209",26
"27210",14
"27211",28
"27212",28
"27213",29
"27214",24
"27215",151
"27216",80
"27217",67
"27218",27
"27219",60
"27220",38
"27221",164
"27222",25
"27223",17
"27224",41
"27225",65
"27226",53
"27227",34
"27228",59
"27229",24
"27230",17
"27231",14
"27232",21
"27233",899
"27234",76
"27235",0
"27236",0
"27237",99
"27238",4
"27239",933
"27240",30
"27241",33
"27242",1
"27243",46
"27244",118
"27245",104
"27246",1
"27247",20
"27248",62
"27249",18
"27250",97
"27251",143
"27252",17
"27253",33
"27254",3
"27255",43
"27256",13
"27257",14
"27258",41
"27259",103
"27260",16
"27261",19
"27262",15
"27263",55
"27264",20
"27265",382
"27266",50
"27267",40
"27268",12
"27269",162
"27270",25
"27271",22
"27272",46
"27273",15
"27274",26
"27275",92
"27276",35
"27277",2
"27278",15
"27279",144
"27280",15
"27281",35
"27282",48
"27283",19
"27284",37
"27285",63
"27286",29
"27287",5
"27288",20
"27289",69
"27290",42
"27291",16
"27292",22
"27293",28
"27294",29
"27295",17
"27296",7
"27297",71
"27298",19
"27299",90
"27300",7
"27301",8
"27302",90
"27303",1
"27304",149
"27305",138
"27306",96
"27307",109
"27308",30
"27309",51
"27310",26
"27311",18
"27312",17
"27313",81
"27314",184
"27315",322
"27316",29
"27317",94
"27318",55
"27319",65
"27320",22
"27321",29
"27322",64
"27323",95
"27324",27
"27325",7
"27326",4
"27327",27
"27328",17
"27329",31
"27330",11
"27331",372
"27332",3
"27333",67
"27334",331
"27335",18
"27336",103
"27337",82
"27338",136
"27339",201
"27340",31
"27341",65
"27342",36
"27343",51
"27344",25
"27345",31
"27346",37
"27347",16
"27348",64
"27349",27
"27350",18
"27351",62
"27352",38
"27353",29
"27354",71
"27355",6
"27356",20
"27357",7
"27358",85
"27359",19
"27360",7
"27361",33
"27362",57
"27363",1
"27364",80
"27365",24
"27366",26
"27367",212
"27368",23
"27369",24
"27370",19
"27371",14
"27372",46
"27373",141
"27374",52
"27375",240
"27376",51
"27377",35
"27378",23
"27379",6
"27380",57
"27381",11
"27382",122
"27383",76
"27384",49
"27385",35
"27386",131
"27387",36
"27388",65
"27389",52
"27390",4
"27391",15
"27392",20
"27393",29
"27394",26
"27395",48
"27396",54
"27397",47
"27398",179
"27399",18
"27400",19
"27401",163
"27402",1
"27403",20
"27404",2
"27405",46
"27406",8
"27407",300
"27408",62
"27409",38
"27410",30
"27411",89
"27412",20
"27413",4
"27414",29
"27415",43
"27416",53
"27417",61
"27418",27
"27419",34
"27420",5
"27421",14
"27422",20
"27423",42
"27424",35
"27425",8
"27426",400
"27427",62
"27428",3
"27429",75
"27430",24
"27431",21
"27432",17
"27433",9
"27434",83
"27435",38
"27436",16
"27437",1
"27438",71
"27439",54
"27440",48
"27441",115
"27442",67
"27443",45
"27444",54
"27445",49
"27446",32
"27447",31
"27448",63
"27449",59
"27450",50
"27451",18
"27452",72
"27453",25
"27454",42
"27455",38
"27456",198
"27457",43
"27458",9
"27459",19
"27460",19
"27461",39
"27462",18
"27463",61
"27464",40
"27465",16
"27466",16
"27467",83
"27468",153
"27469",165
"27470",9
"27471",80
"27472",71
"27473",51
"27474",92
"27475",47
"27476",26
"27477",27
"27478",17
"27479",34
"27480",33
"27481",17
"27482",0
"27483",6
"27484",33
"27485",362
"27486",19
"27487",72
"27488",93
"27489",4
"27490",41
"27491",38
"27492",17
"27493",49
"27494",4
"27495",48
"27496",25
"27497",90
"27498",16
"27499",68
"27500",18
"27501",6
"27502",34
"27503",37
"27504",25
"27505",17
"27506",18
"27507",23
"27508",25
"27509",25
"27510",10
"27511",44
"27512",24
"27513",21
"27514",117
"27515",35
"27516",54
"27517",32
"27518",148
"27519",20
"27520",45
"27521",150
"27522",18
"27523",129
"27524",55
"27525",56
"27526",17
"27527",25
"27528",100
"27529",56
"27530",291
"27531",6
"27532",250
"27533",19
"27534",60
"27535",51
"27536",50
"27537",68
"27538",51
"27539",224
"27540",45
"27541",90
"27542",4
"27543",1
"27544",59
"27545",47
"27546",61
"27547",53
"27548",27
"27549",131
"27550",42
"27551",6
"27552",42
"27553",24
"27554",1
"27555",17
"27556",21
"27557",25
"27558",105
"27559",23
"27560",11
"27561",26
"27562",29
"27563",3
"27564",7
"27565",57
"27566",89
"27567",34
"27568",34
"27569",106
"27570",25
"27571",20
"27572",133
"27573",27
"27574",71
"27575",199
"27576",201
"27577",37
"27578",17
"27579",41
"27580",29
"27581",16
"27582",342
"27583",302
"27584",23
"27585",49
"27586",93
"27587",15
"27588",10
"27589",1
"27590",55
"27591",10
"27592",53
"27593",50
"27594",298
"27595",28
"27596",57
"27597",22
"27598",22
"27599",26
"27600",58
"27601",51
"27602",18
"27603",4
"27604",9
"27605",20
"27606",6
"27607",88
"27608",118
"27609",200
"27610",389
"27611",42
"27612",24
"27613",34
"27614",28
"27615",13
"27616",148
"27617",8
"27618",58
"27619",166
"27620",78
"27621",54
"27622",15
"27623",23
"27624",46
"27625",18
"27626",251
"27627",52
"27628",97
"27629",79
"27630",33
"27631",15
"27632",51
"27633",26
"27634",36
"27635",97
"27636",19
"27637",60
"27638",15
"27639",362
"27640",32
"27641",64
"27642",20
"27643",17
"27644",34
"27645",17
"27646",19
"27647",29
"27648",42
"27649",30
"27650",17
"27651",19
"27652",13
"27653",11
"27654",3
"27655",43
"27656",20
"27657",66
"27658",90
"27659",812
"27660",22
"27661",72
"27662",32
"27663",3
"27664",25
"27665",2
"27666",37
"27667",93
"27668",33
"27669",60
"27670",82
"27671",113
"27672",43
"27673",49
"27674",32
"27675",42
"27676",23
"27677",38
"27678",79
"27679",4
"27680",300
"27681",272
"27682",23
"27683",36
"27684",31
"27685",34
"27686",56
"27687",54
"27688",8
