"","origin_regionMidwest","origin_regionNortheast","origin_regionSouth","origin_regionWest","dest_regionMidwest","dest_regionNortheast","dest_regionSouth","dest_regionWest","UNIQUE_CARRIER","DEP_DEL15","ARR_DELAY_NEW","AIR_TIME","DISTANCE","max_delay","dept_time","arr_time"
"40263",0,0,0,1,0,0,0,1,"UA",1,102,98,846,"carrier",922,1110
"30485",0,1,0,0,1,0,0,0,"EV",1,137,170,1107,"carrier",828,959
"24545",0,0,1,0,0,0,1,0,"AA",1,23,41,192,"carrier",1187,1249
"14294",0,1,0,0,0,0,1,0,"UA",1,37,140,1023,"carrier",1031,1194
"5435",0,1,0,0,0,0,0,1,"B6",1,78,298,2475,"weather",0,138
"70731",0,0,1,0,0,1,0,0,"AA",1,97,69,529,"carrier",1213,1318
"25739",0,0,0,1,0,0,0,1,"DL",1,95,75,599,"carrier",908,1065
"42607",0,0,0,1,0,0,0,1,"WN",1,53,75,369,"carrier",1101,1133
"70557",0,0,0,1,0,0,1,0,"AA",1,53,265,2342,"weather",713,1222
"512",0,0,1,0,0,0,0,1,"AA",0,19,220,1264,"security",463,643
"21137",1,0,0,0,1,0,0,0,"WN",1,27,55,251,"weather",1015,1087
"68831",1,0,0,0,0,0,1,0,"WN",1,35,112,949,"carrier",1151,1340
"51464",0,0,1,0,0,0,0,1,"B6",0,93,360,2342,"security",1181,5
"82734",0,0,0,1,0,0,0,1,"OO",1,63,125,599,"weather",517,635
"95987",0,0,1,0,0,0,0,1,"AA",1,44,258,1788,"carrier",1087,1245
"81776",0,0,0,1,0,0,0,1,"OO",0,29,79,524,"security",1042,1179
"91911",0,0,0,1,0,0,1,0,"WN",1,22,135,1069,"carrier",640,917
"63523",0,0,0,1,0,0,0,1,"VX",1,248,101,337,"security",1314,3
"69867",0,0,0,1,0,1,0,0,"AA",0,16,292,2586,"security",508,1042
"19738",0,0,0,1,0,0,0,1,"WN",1,40,54,362,"carrier",1117,1190
"13507",0,0,0,1,0,0,1,0,"OO",1,64,153,1199,"weather",659,951
"12612",1,0,0,0,1,0,0,0,"OO",1,90,56,284,"weather",991,1107
"85706",1,0,0,0,1,0,0,0,"OO",1,90,37,179,"carrier",1017,1040
"22314",0,0,1,0,1,0,0,0,"AA",1,58,151,1120,"carrier",1088,1212
"8778",0,1,0,0,0,0,1,0,"EV",1,47,51,277,"weather",1150,1243
"95280",0,0,0,1,0,0,0,1,"WN",1,48,48,325,"carrier",961,1028
"61903",0,0,0,1,1,0,0,0,"UA",1,35,125,977,"security",617,903
"50228",0,0,1,0,0,0,1,0,"AA",0,16,147,921,"security",1066,1265
"68556",0,0,0,1,0,0,0,1,"WN",1,30,85,628,"carrier",994,1030
"69632",0,0,1,0,0,0,1,0,"AA",1,44,44,192,"weather",915,983
"65627",0,0,0,1,0,0,0,1,"WN",1,47,126,646,"security",1276,1362
"95370",0,0,0,1,0,0,0,1,"WN",1,75,65,370,"carrier",1074,1100
"8092",0,0,1,0,0,0,1,0,"EV",1,177,42,190,"weather",460,552
"5155",0,0,1,0,0,1,0,0,"B6",0,24,150,1010,"security",1015,1193
"73883",0,0,0,1,0,0,0,1,"B6",1,111,63,353,"carrier",1047,1144
"78863",1,0,0,0,1,0,0,0,"EV",0,19,90,588,"security",440,588
"32866",0,0,1,0,1,0,0,0,"NK",1,158,127,983,"security",1171,1359
"14437",0,0,0,1,0,1,0,0,"UA",0,16,293,2565,"weather",520,1021
"7111",0,0,1,0,0,0,1,0,"DL",1,15,90,721,"weather",790,960
"94105",0,0,0,1,0,0,0,1,"WN",1,147,65,337,"security",1275,1422
"74659",0,0,1,0,0,0,1,0,"B6",1,63,122,1046,"weather",815,1013
"60105",0,1,0,0,1,0,0,0,"EV",1,46,151,1107,"carrier",1279,1408
"2891",0,0,1,0,0,1,0,0,"AA",0,23,66,399,"security",1255,1374
"212",1,0,0,0,0,0,0,1,"AA",0,21,273,1726,"security",820,987
"10535",0,0,1,0,0,0,1,0,"EV",1,24,57,433,"weather",807,881
"18905",0,0,0,1,0,0,1,0,"WN",1,35,114,872,"carrier",1194,1380
"9605",1,0,0,0,1,0,0,0,"EV",0,49,108,629,"security",929,1053
"55184",1,0,0,0,0,0,1,0,"DL",1,153,116,980,"weather",1037,1279
"15099",0,0,0,1,0,0,0,1,"UA",0,31,72,372,"security",656,788
"12491",0,0,1,0,1,0,0,0,"OO",0,19,100,566,"security",304,390
"32358",0,0,0,1,0,0,0,1,"HA",1,41,34,216,"carrier",1188,1241
"22681",0,0,1,0,0,0,1,0,"AA",1,70,28,168,"carrier",1284,1352
"69636",0,0,1,0,0,0,1,0,"AA",1,61,36,192,"carrier",1300,1361
"93180",1,0,0,0,1,0,0,0,"WN",0,32,69,349,"security",351,467
"43259",1,0,0,0,0,0,0,1,"WN",0,15,264,1844,"weather",528,700
"52351",0,1,0,0,0,1,0,0,"B6",1,32,31,184,"carrier",714,774
"91035",0,0,1,0,0,1,0,0,"WN",1,31,131,1052,"carrier",1274,1421
"89267",0,0,0,1,1,0,0,0,"UA",0,21,54,420,"security",1063,1226
"66050",0,0,1,0,0,0,0,1,"WN",0,33,246,1449,"security",412,623
"88825",0,0,1,0,0,1,0,0,"UA",1,36,235,1608,"weather",941,1136
"71950",0,0,1,0,0,1,0,0,"AA",0,19,147,1013,"security",856,1029
"2909",0,1,0,0,0,0,1,0,"AA",1,77,49,214,"carrier",840,943
"87997",0,0,0,1,1,0,0,0,"UA",1,31,193,1943,"carrier",1120,87
"39244",0,1,0,0,0,0,1,0,"UA",1,198,131,997,"weather",52,202
"93019",0,0,1,0,0,0,1,0,"WN",1,21,58,436,"carrier",1239,1311
"78314",1,0,0,0,0,0,1,0,"EV",0,32,183,986,"security",1095,1251
"10028",0,0,1,0,0,0,1,0,"EV",1,29,35,143,"carrier",837,888
"32920",0,1,0,0,0,0,1,0,"NK",1,41,63,369,"weather",498,593
"49032",0,0,1,0,0,0,1,0,"AA",0,32,43,226,"security",534,644
"32552",0,0,1,0,1,0,0,0,"NK",1,18,158,1120,"security",1043,1165
"54099",0,0,0,1,0,0,0,1,"DL",1,24,92,590,"carrier",1005,1193
"62771",0,1,0,0,0,0,0,1,"VX",1,26,341,2565,"security",1201,1375
"69624",1,0,0,0,0,0,0,1,"AA",1,30,261,1744,"carrier",1041,1214
"13468",0,0,0,1,0,0,0,1,"OO",1,28,21,86,"weather",891,938
"26724",0,0,0,1,0,0,0,1,"DL",1,47,88,630,"carrier",1060,1124
"87135",0,0,1,0,0,0,0,1,"UA",1,72,231,1874,"carrier",1010,1145
"10642",0,0,1,0,0,0,1,0,"EV",1,67,62,317,"carrier",751,857
"33327",0,0,1,0,1,0,0,0,"NK",1,63,72,409,"carrier",1185,1278
"8932",0,0,1,0,0,0,1,0,"EV",1,46,113,788,"carrier",813,1024
"73033",0,0,0,1,0,0,0,1,"AS",1,23,104,689,"weather",422,612
"34362",0,0,0,1,0,0,0,1,"OO",1,23,55,192,"carrier",726,796
"53116",0,0,0,1,0,0,0,1,"B6",1,18,125,965,"weather",443,588
"10316",0,0,1,0,0,0,1,0,"EV",1,38,38,214,"weather",983,1038
"87162",0,0,1,0,0,0,1,0,"UA",0,18,196,1208,"weather",1078,1247
"6317",0,0,0,1,0,0,0,1,"B6",1,17,121,846,"weather",1156,1292
"29963",0,1,0,0,0,0,1,0,"EV",1,37,72,431,"carrier",1286,1387
"16263",0,1,0,0,0,0,1,0,"WN",1,26,161,1052,"weather",681,861
"44327",0,0,0,1,0,0,0,1,"WN",1,48,36,236,"carrier",1110,1163
"19183",0,0,0,1,0,0,0,1,"WN",1,97,67,337,"carrier",1327,1422
"29811",0,0,1,0,0,1,0,0,"EV",1,18,42,199,"carrier",1281,1352
"24304",0,0,0,1,0,0,0,1,"AA",1,39,151,1107,"carrier",951,1063
"74530",0,0,1,0,0,0,0,1,"B6",0,18,333,2269,"security",1040,1226
"7636",0,1,0,0,1,0,0,0,"DL",0,21,90,453,"security",340,480
"85572",0,0,0,1,0,0,0,1,"OO",1,25,57,337,"nas",552,650
"56417",1,0,0,0,0,1,0,0,"DL",1,32,42,241,"carrier",990,1050
"47655",0,0,1,0,0,0,1,0,"WN",1,120,88,481,"carrier",915,1045
"27066",0,0,1,0,0,1,0,0,"DL",1,31,98,762,"security",876,991
"80643",0,0,0,1,0,0,0,1,"NK",1,147,100,763,"security",1115,1231
"43156",0,0,0,1,0,0,0,1,"WN",1,22,61,337,"carrier",893,972
"91219",0,0,0,1,0,0,0,1,"WN",1,175,46,258,"carrier",1192,1320
"6754",0,0,1,0,0,0,1,0,"DL",1,99,59,321,"carrier",1176,1253
"32250",0,0,0,1,0,0,0,1,"HA",1,25,20,102,"carrier",1202,1236
"36668",0,0,0,1,0,0,0,1,"OO",1,71,83,557,"carrier",767,870
"3914",0,0,0,1,0,0,0,1,"AS",1,67,101,672,"carrier",847,972
"82497",0,0,0,1,0,0,0,1,"OO",1,589,110,590,"carrier",1024,1114
"72625",0,0,0,1,0,0,0,1,"AS",1,62,36,261,"carrier",16,80
"57282",1,0,0,0,0,1,0,0,"DL",1,66,96,502,"security",990,1113
"59104",0,0,1,0,0,0,1,0,"EV",1,18,61,438,"weather",574,660
"55500",0,0,0,1,0,0,1,0,"DL",1,55,144,1312,"nas",850,1149
"20541",0,0,0,1,0,0,0,1,"WN",1,33,92,602,"carrier",946,1053
"60358",0,0,1,0,0,0,1,0,"EV",1,56,31,164,"weather",1410,20
"5087",0,1,0,0,0,0,1,0,"B6",1,47,70,427,"weather",965,1088
"85511",0,0,0,1,0,0,0,1,"OO",0,22,157,908,"security",647,827
"65776",0,0,0,1,0,0,0,1,"WN",1,188,85,605,"weather",569,678
"62635",0,0,0,1,0,0,1,0,"VX",1,28,287,2419,"weather",916,1398
"51816",0,0,0,1,0,0,0,1,"B6",1,41,48,231,"security",575,647
"30327",0,0,1,0,0,0,1,0,"EV",1,32,84,589,"carrier",1058,1228
"12055",0,0,0,1,0,0,0,1,"OO",0,31,62,421,"security",540,653
"52108",0,0,1,0,0,1,0,0,"B6",1,89,118,944,"carrier",560,705
"86991",0,1,0,0,0,0,0,1,"UA",1,70,339,2704,"carrier",1194,1375
"50718",0,0,0,1,0,0,0,1,"AA",1,19,98,647,"weather",537,605
"64568",0,0,1,0,0,0,1,0,"WN",1,16,86,545,"carrier",1169,1276
"29323",0,0,1,0,0,0,1,0,"EV",1,147,71,351,"weather",1061,1167
"74802",0,0,1,0,0,0,1,0,"B6",1,28,123,925,"carrier",679,819
"23255",0,0,0,1,0,0,1,0,"AA",1,42,258,2296,"weather",703,1191
"81788",0,0,0,1,0,0,0,1,"OO",1,85,117,964,"carrier",1034,1235
"19207",0,0,0,1,0,0,0,1,"WN",1,54,53,333,"carrier",1149,1219
"43005",1,0,0,0,0,0,0,1,"WN",0,32,265,1814,"security",736,857
"76506",0,0,1,0,1,0,0,0,"DL",1,15,86,606,"weather",1165,1221
"10236",0,0,1,0,0,0,1,0,"EV",1,322,76,399,"weather",1121,1226
"76300",0,0,1,0,0,0,1,0,"DL",1,16,67,373,"weather",517,605
"84759",0,0,0,1,0,0,0,1,"OO",1,84,62,391,"security",506,657
"23707",0,0,1,0,0,0,1,0,"AA",1,41,158,1121,"weather",624,743
"65441",1,0,0,0,1,0,0,0,"WN",0,19,55,297,"security",925,1019
"60144",0,0,1,0,0,0,1,0,"EV",1,49,62,448,"carrier",623,763
"37613",0,0,1,0,1,0,0,0,"OO",1,324,89,612,"carrier",923,973
"33236",1,0,0,0,0,0,1,0,"NK",1,89,134,852,"carrier",1285,5
"73191",0,0,0,1,0,0,0,1,"AS",1,453,126,763,"carrier",850,993
"13487",0,0,0,1,0,0,0,1,"OO",1,58,23,113,"carrier",942,984
"54282",0,0,0,1,1,0,0,0,"DL",1,36,94,680,"weather",1120,1289
"64494",0,0,1,0,0,1,0,0,"WN",1,61,114,873,"weather",1002,1136
"58284",0,0,1,0,0,0,1,0,"DL",1,101,48,271,"weather",532,663
"84804",1,0,0,0,0,0,0,1,"OO",1,74,174,1250,"carrier",1256,1398
"16652",0,0,0,1,0,0,0,1,"WN",1,23,47,258,"carrier",878,943
"12901",1,0,0,0,1,0,0,0,"OO",0,20,46,257,"security",308,405
"14636",1,0,0,0,0,1,0,0,"UA",1,64,90,719,"weather",939,1112
"91324",0,0,0,1,0,0,0,1,"WN",1,115,67,447,"carrier",1066,1155
"30190",1,0,0,0,0,0,1,0,"EV",1,69,110,789,"weather",1326,1396
"62032",0,0,1,0,0,0,1,0,"UA",1,37,174,1235,"carrier",1127,1261
"10308",0,0,1,0,0,1,0,0,"EV",1,40,94,544,"carrier",668,805
"39372",0,0,1,0,0,0,0,1,"UA",1,238,245,1825,"security",782,945
"45414",0,0,0,1,0,0,0,1,"WN",1,69,48,296,"carrier",1176,1239
"64914",0,0,0,1,0,0,0,1,"WN",1,31,154,991,"carrier",1354,26
"51121",0,1,0,0,0,0,1,0,"B6",0,103,214,1069,"security",582,881
"31548",0,0,0,1,1,0,0,0,"F9",1,27,84,680,"carrier",1277,9
"47796",0,0,1,0,0,0,1,0,"WN",1,196,66,404,"weather",916,1036
"50747",0,0,1,0,1,0,0,0,"AA",0,21,105,761,"security",1255,7
"7509",0,0,1,0,1,0,0,0,"DL",1,65,198,1416,"carrier",1032,1183
"50866",0,0,0,1,0,0,0,1,"AS",1,16,209,1533,"weather",1424,152
"38801",0,0,0,1,0,0,1,0,"UA",1,18,192,1709,"carrier",1091,1432
"81737",0,0,1,0,0,0,1,0,"NK",0,18,85,581,"weather",1038,1162
"41454",0,0,1,0,0,1,0,0,"WN",1,94,96,675,"security",944,1124
"46123",0,0,0,1,0,0,0,1,"WN",1,24,64,479,"carrier",1240,1314
"60677",0,0,0,1,0,0,0,1,"OO",1,176,78,522,"weather",562,655
"88101",0,0,0,1,0,0,0,1,"UA",1,42,91,602,"carrier",1189,1315
"23256",0,0,0,1,0,0,1,0,"AA",1,46,248,2296,"carrier",715,1195
"34390",0,0,0,1,0,0,0,1,"OO",1,314,73,458,"security",776,860
"44039",0,0,0,1,0,0,0,1,"WN",1,35,112,649,"weather",773,905
"21592",0,0,1,0,0,1,0,0,"AA",1,99,88,666,"weather",1004,1112
"72548",0,0,1,0,0,1,0,0,"AA",1,40,65,449,"security",924,1030
"42580",0,1,0,0,0,0,1,0,"WN",1,30,112,666,"weather",883,1015
"50988",0,0,1,0,0,0,0,1,"AS",0,16,371,2554,"security",1134,1349
"93846",0,0,0,1,0,0,1,0,"WN",1,42,133,1246,"carrier",757,1047
"26974",0,0,1,0,0,0,1,0,"DL",1,89,115,874,"carrier",1183,1383
"21270",0,0,1,0,1,0,0,0,"WN",1,65,151,990,"weather",1131,1240
"28063",0,0,0,1,0,0,0,1,"DL",1,30,85,626,"carrier",829,989
"95356",0,0,0,1,1,0,0,0,"WN",1,17,180,1737,"carrier",970,1282
"74262",0,0,1,0,0,1,0,0,"B6",1,26,156,1173,"weather",658,839
"47513",0,0,0,1,0,0,0,1,"WN",1,27,45,236,"carrier",1083,1142
"22809",0,0,1,0,0,1,0,0,"AA",1,98,124,1089,"carrier",923,1126
"15125",0,0,1,0,1,0,0,0,"UA",0,39,154,622,"security",1068,1189
"87323",0,0,1,0,1,0,0,0,"UA",1,45,89,612,"carrier",1187,1244
"41255",0,0,1,0,0,0,1,0,"WN",1,74,97,655,"carrier",945,994
"58278",0,1,0,0,1,0,0,0,"DL",1,18,85,453,"carrier",784,891
"87958",0,0,1,0,0,0,1,0,"UA",0,18,103,758,"security",548,687
"69034",0,1,0,0,0,0,0,1,"AA",0,21,362,2475,"security",484,723
"64913",0,0,0,1,0,0,0,1,"WN",0,18,155,991,"weather",939,1053
"83324",0,0,1,0,0,0,0,1,"OO",1,61,154,913,"nas",744,860
"11468",0,0,0,1,0,0,0,1,"OO",1,112,107,599,"weather",587,679
"30371",0,0,1,0,0,0,1,0,"EV",1,130,59,304,"carrier",735,820
"46802",0,0,1,0,0,0,1,0,"WN",0,26,124,998,"security",369,596
"90094",0,0,0,1,0,0,0,1,"WN",1,73,58,325,"carrier",1227,1308
"18955",0,0,1,0,1,0,0,0,"WN",1,107,154,1105,"nas",1322,1432
"1989",0,0,0,1,0,0,1,0,"AA",1,20,149,1345,"weather",400,711
"14104",1,0,0,0,0,1,0,0,"UA",1,54,119,733,"security",1130,1330
"40934",0,0,0,1,1,0,0,0,"WN",1,27,180,1592,"weather",1201,82
"82209",0,0,0,1,0,0,0,1,"OO",0,22,29,110,"security",523,612
"50792",0,0,1,0,1,0,0,0,"AA",1,83,93,606,"nas",749,824
"87244",1,0,0,0,0,1,0,0,"UA",1,98,92,733,"carrier",1075,1256
"68015",1,0,0,0,0,0,1,0,"WN",1,253,89,591,"carrier",1285,13
"49327",0,0,1,0,0,1,0,0,"AA",0,19,67,449,"security",544,662
"21277",1,0,0,0,0,1,0,0,"WN",0,15,93,711,"security",872,1060
"64411",1,0,0,0,1,0,0,0,"WN",1,20,57,440,"carrier",1235,1370
"764",0,0,1,0,0,0,1,0,"AA",0,33,151,731,"security",370,492
"16720",0,0,0,1,0,0,0,1,"WN",0,26,73,308,"security",690,781
"86850",0,0,1,0,0,0,1,0,"UA",0,19,133,854,"security",898,1019
"92987",0,0,1,0,0,1,0,0,"WN",1,15,57,369,"carrier",945,1025
"37428",0,0,0,1,0,0,0,1,"OO",1,28,67,347,"carrier",1107,1202
"36105",0,0,0,1,0,0,0,1,"OO",1,113,63,451,"carrier",1233,1374
"55171",1,0,0,0,0,0,1,0,"DL",1,30,111,907,"carrier",634,856
"15624",0,0,0,1,0,0,1,0,"UA",1,59,201,1874,"carrier",808,1158
"69129",0,0,0,1,0,0,0,1,"AA",1,16,283,2486,"carrier",1421,406
"44315",0,0,0,1,0,0,1,0,"WN",1,25,201,1797,"carrier",691,1035
"72839",0,0,0,1,0,0,0,1,"AS",1,23,133,867,"carrier",819,977
"11301",0,0,0,1,1,0,0,0,"OO",1,64,192,1708,"carrier",647,993
"50802",0,0,1,0,0,0,0,1,"AA",0,17,173,1235,"security",678,791
"81377",0,0,0,1,0,0,0,1,"NK",0,91,201,862,"security",910,1076
"38491",0,0,1,0,0,0,0,1,"UA",1,34,324,2419,"carrier",1003,1164
"70294",0,0,0,1,0,1,0,0,"AA",0,23,315,2586,"security",1263,358
"5007",0,0,0,1,0,0,0,1,"AS",0,17,144,1107,"weather",429,662
"32694",0,0,1,0,0,1,0,0,"NK",1,40,122,946,"carrier",688,830
"92655",0,0,1,0,0,0,1,0,"WN",0,24,54,293,"security",919,999
"79775",0,0,0,1,0,0,0,1,"F9",0,21,106,862,"security",501,608
"73631",0,0,1,0,0,1,0,0,"B6",1,164,146,1076,"weather",515,693
"10696",0,0,1,0,0,0,1,0,"EV",1,312,56,363,"weather",1061,1133
"84181",0,0,0,1,0,0,0,1,"OO",0,25,48,266,"carrier",523,617
"60137",0,0,1,0,0,0,1,0,"EV",1,21,69,448,"carrier",525,556
"40093",0,1,0,0,0,1,0,0,"UA",0,28,66,200,"security",554,669
"43334",0,0,0,1,0,0,0,1,"WN",1,32,65,407,"carrier",549,647
"48960",0,0,1,0,0,0,1,0,"AA",1,36,61,290,"weather",466,546
"33762",0,1,0,0,0,0,1,0,"NK",1,25,133,982,"weather",1084,1236
"76105",0,0,0,1,0,0,1,0,"DL",1,55,194,1946,"carrier",1036,1425
"63291",0,1,0,0,0,0,0,1,"VX",1,78,341,2475,"carrier",1304,47
"30108",0,0,1,0,0,0,1,0,"EV",1,19,97,508,"carrier",756,870
"11734",0,0,0,1,0,0,0,1,"OO",0,15,135,908,"security",476,632
"36626",0,0,0,1,0,0,0,1,"OO",1,111,80,501,"weather",739,831
"75338",0,0,1,0,0,1,0,0,"DL",1,32,108,760,"security",1279,1427
"79001",0,0,0,1,0,0,1,0,"F9",1,22,143,1199,"security",1054,1357
"20894",0,0,0,1,0,0,0,1,"WN",1,80,62,451,"carrier",910,1050
"6050",0,0,1,0,0,1,0,0,"B6",0,20,138,1011,"security",1123,1290
"93066",0,0,1,0,0,0,1,0,"WN",1,69,60,484,"weather",693,784
"82756",1,0,0,0,0,0,0,1,"OO",0,26,112,627,"security",549,654
"14426",0,0,0,1,0,1,0,0,"UA",0,16,554,4962,"security",982,427
"13542",0,0,0,1,0,0,0,1,"OO",1,52,58,421,"security",734,819
"57586",1,0,0,0,1,0,0,0,"DL",1,15,23,120,"weather",1376,1413
"79715",0,0,1,0,0,0,1,0,"F9",1,79,115,758,"weather",1163,1304
"49983",0,0,0,1,0,0,1,0,"AA",1,55,84,678,"carrier",954,1120
"26455",1,0,0,0,0,0,1,0,"DL",0,30,115,907,"security",385,628
"60199",0,0,1,0,0,0,1,0,"EV",1,144,114,551,"weather",724,797
"70124",0,0,1,0,0,0,1,0,"AA",1,46,97,731,"weather",906,1094
"75607",0,0,1,0,0,0,1,0,"DL",1,72,79,444,"weather",414,515
"73889",0,0,1,0,0,1,0,0,"B6",1,101,145,1121,"carrier",947,1118
"88970",0,0,1,0,0,0,0,1,"UA",1,47,258,1874,"nas",613,787
"85848",1,0,0,0,0,0,0,1,"OO",1,53,150,1174,"carrier",1228,1337
"13809",0,0,1,0,0,0,0,1,"OO",1,204,186,1304,"weather",829,921
"69092",0,0,1,0,0,0,0,1,"AA",1,40,503,3711,"security",597,883
"5451",0,1,0,0,0,1,0,0,"B6",1,99,40,184,"carrier",1263,1357
"68552",0,0,0,1,0,0,1,0,"WN",1,40,73,580,"carrier",1277,1420
"41066",0,0,0,1,0,0,0,1,"WN",1,19,81,569,"carrier",1040,1139
"456",0,0,0,1,0,0,0,1,"AA",1,33,105,651,"carrier",1323,1390
"84622",0,1,0,0,1,0,0,0,"OO",1,107,76,399,"carrier",1150,1261
"14252",0,0,0,1,0,0,1,0,"UA",1,17,263,2288,"weather",5,465
"47325",0,1,0,0,0,0,1,0,"WN",0,36,163,1166,"security",751,961
"9272",0,0,1,0,0,0,1,0,"EV",0,55,80,427,"security",373,535
"40967",0,0,1,0,1,0,0,0,"WN",1,29,128,882,"carrier",1209,1294
"1572",1,0,0,0,0,0,1,0,"AA",0,22,139,1068,"security",372,631
"54318",0,0,1,0,0,0,1,0,"DL",1,47,93,594,"nas",1104,1215
"41266",0,0,0,1,0,0,1,0,"WN",1,64,75,580,"carrier",1007,1154
"74134",0,0,0,1,0,1,0,0,"B6",0,39,300,2586,"security",726,1267
"97308",0,0,1,0,0,0,0,1,"AA",1,23,123,813,"weather",1147,1238
"11065",0,0,0,1,0,0,0,1,"OO",1,53,44,209,"security",840,931
"26738",1,0,0,0,0,0,0,1,"DL",0,41,252,1522,"security",1073,1243
"6155",0,1,0,0,0,0,1,0,"B6",0,15,192,1121,"security",581,798
"3178",0,0,0,1,0,0,1,0,"AA",0,44,218,1464,"security",714,1094
"2257",0,0,1,0,0,0,1,0,"AA",1,27,131,919,"weather",1316,41
"75722",0,0,1,0,1,0,0,0,"DL",1,40,165,1145,"weather",850,1050
"54118",1,0,0,0,0,0,0,1,"DL",0,27,286,1956,"security",520,670
"63129",0,0,0,1,0,0,0,1,"VX",1,19,115,954,"carrier",907,1054
"55709",0,1,0,0,0,0,0,1,"DL",1,40,300,1969,"weather",1067,1268
"40540",1,0,0,0,0,0,0,1,"UA",1,71,165,1186,"weather",641,763
"76102",1,0,0,0,0,0,1,0,"DL",0,28,72,447,"security",998,1133
"56325",0,0,1,0,0,0,0,1,"DL",1,37,293,2139,"security",1326,24
"39075",1,0,0,0,0,1,0,0,"UA",1,132,105,867,"security",778,965
"54772",1,0,0,0,0,0,1,0,"DL",1,91,86,594,"weather",1313,0
"51784",0,0,1,0,0,1,0,0,"B6",1,343,179,1237,"carrier",1317,80
"55414",0,1,0,0,1,0,0,0,"DL",1,104,168,1029,"carrier",1113,1248
"97688",0,0,1,0,1,0,0,0,"AA",0,23,163,1145,"weather",1224,1426
"49921",0,0,1,0,1,0,0,0,"AA",1,204,97,802,"weather",113,232
"84476",1,0,0,0,1,0,0,0,"OO",1,85,37,198,"weather",833,885
"50367",0,0,1,0,0,0,1,0,"AA",1,90,136,1061,"weather",917,1134
"61812",0,0,0,1,0,0,0,1,"UA",1,37,63,455,"weather",708,811
"2393",0,0,1,0,0,1,0,0,"AA",1,32,219,1576,"carrier",873,1064
"72033",0,0,1,0,0,1,0,0,"AA",1,32,127,861,"weather",392,544
"55130",0,0,0,1,0,1,0,0,"DL",1,170,278,2475,"carrier",989,102
"18093",0,0,0,1,0,0,0,1,"WN",1,36,114,862,"weather",784,991
"15749",0,0,0,1,1,0,0,0,"UA",1,74,206,1943,"security",885,1307
"13074",0,0,0,1,1,0,0,0,"OO",1,72,83,573,"weather",668,835
"5150",0,0,1,0,0,1,0,0,"B6",1,42,116,1010,"carrier",1079,1211
"3804",0,0,0,1,0,0,0,1,"AS",1,32,205,1448,"carrier",1374,97
"54121",0,1,0,0,0,0,1,0,"DL",1,115,165,1028,"nas",550,810
"23585",0,0,1,0,0,1,0,0,"AA",0,17,126,950,"security",1130,1303
"82452",0,0,0,1,0,0,0,1,"OO",1,67,96,674,"carrier",1313,62
"9071",0,0,1,0,0,1,0,0,"EV",1,48,44,169,"security",1209,1298
"80442",0,0,1,0,0,1,0,0,"NK",1,35,69,369,"security",1089,1203
"15256",0,0,0,1,0,0,0,1,"UA",1,26,61,337,"security",698,800
"85773",1,0,0,0,0,0,1,0,"OO",1,47,78,566,"carrier",1357,74
"83930",0,0,0,1,0,0,0,1,"OO",0,28,21,86,"security",1350,1431
"65067",1,0,0,0,1,0,0,0,"WN",1,240,36,162,"weather",667,670
"92150",0,0,0,1,0,0,0,1,"WN",1,17,90,646,"weather",692,857
"94436",0,0,0,1,0,0,0,1,"WN",1,58,110,590,"security",562,658
"45062",0,0,0,1,0,0,0,1,"WN",1,32,79,543,"carrier",1162,1272
"79882",0,0,0,1,0,0,0,1,"F9",1,112,75,551,"carrier",1008,1103
"85155",1,0,0,0,0,0,1,0,"OO",1,105,143,925,"carrier",1305,38
"22665",0,0,1,0,0,0,1,0,"AA",0,17,63,331,"security",565,670
"39518",0,0,0,1,0,1,0,0,"UA",1,20,273,2565,"carrier",788,1288
"22692",0,0,1,0,0,0,1,0,"AA",1,100,63,331,"carrier",818,911
"63845",0,1,0,0,0,0,0,1,"VX",1,48,397,2586,"security",466,713
"73675",0,0,0,1,0,0,0,1,"B6",1,67,44,231,"carrier",855,921
"25193",0,1,0,0,0,1,0,0,"B6",0,22,71,273,"security",325,442
"57581",0,0,1,0,0,0,0,1,"DL",0,28,334,2158,"security",406,583
"11364",1,0,0,0,1,0,0,0,"OO",1,66,26,120,"carrier",675,743
"91582",0,0,1,0,1,0,0,0,"WN",1,68,75,484,"security",1196,1283
"18648",1,0,0,0,0,0,0,1,"WN",1,32,134,977,"carrier",1249,1282
"11863",0,0,0,1,0,0,0,1,"OO",0,24,75,337,"security",1018,1133
"81389",1,0,0,0,0,0,0,1,"NK",0,21,154,888,"security",729,860
"30408",1,0,0,0,0,1,0,0,"EV",1,41,113,888,"security",1020,1228
"42777",0,0,1,0,0,0,1,0,"WN",1,66,51,293,"carrier",1138,1201
"10337",1,0,0,0,0,1,0,0,"EV",1,100,140,1107,"security",964,1192
"11535",0,0,0,1,0,0,0,1,"OO",1,34,31,109,"security",682,751
"63788",0,0,0,1,0,1,0,0,"VX",1,143,286,2704,"weather",491,1063
"85764",0,0,1,0,1,0,0,0,"OO",1,26,91,566,"carrier",1137,1190
"3687",0,0,0,1,1,0,0,0,"AS",0,30,241,1927,"security",493,959
"19765",0,0,0,1,0,0,0,1,"WN",1,38,44,328,"carrier",875,933
"33515",0,0,1,0,0,0,0,1,"NK",1,47,188,1235,"security",423,524
"884",0,0,1,0,0,0,0,1,"AA",0,32,184,1337,"security",708,861
