"","origin_regionMidwest","origin_regionNortheast","origin_regionSouth","origin_regionWest","dest_regionMidwest","dest_regionNortheast","dest_regionSouth","dest_regionWest","UNIQUE_CARRIER","DEP_DEL15","ARR_DELAY_NEW","AIR_TIME","DISTANCE","max_delay","dept_time","arr_time"
"84205",0,0,1,0,0,0,0,1,"OO",1,23,192,1482,"weather",499,590
"45922",1,0,0,0,0,0,1,0,"WN",0,21,156,1167,"security",334,596
"29889",0,1,0,0,1,0,0,0,"EV",1,15,86,463,"carrier",883,995
"2339",0,0,1,0,0,1,0,0,"AA",0,18,90,683,"weather",1341,16
"96203",0,0,0,1,0,0,0,1,"AA",1,42,89,647,"carrier",1025,1190
"20566",0,0,1,0,0,0,1,0,"WN",1,30,129,899,"weather",785,940
"67092",0,0,0,1,0,0,0,1,"WN",1,34,76,386,"carrier",828,919
"55556",0,0,0,1,0,0,1,0,"DL",1,206,118,989,"nas",1076,1274
"46995",0,0,1,0,0,0,1,0,"WN",1,92,84,515,"weather",839,947
"58441",0,0,1,0,1,0,0,0,"DL",1,62,101,640,"carrier",713,829
"76800",0,0,0,1,0,0,0,1,"DL",1,57,109,834,"carrier",826,971
"5855",0,1,0,0,0,1,0,0,"B6",0,71,75,496,"security",543,727
"55400",0,0,1,0,0,0,1,0,"DL",1,118,106,689,"weather",692,757
"45217",0,0,0,1,0,0,0,1,"WN",1,51,83,651,"carrier",832,991
"75053",0,0,1,0,0,0,1,0,"B6",1,29,142,1179,"weather",1359,138
"22100",0,0,1,0,1,0,0,0,"AA",1,141,90,606,"carrier",736,807
"12481",0,0,0,1,0,0,0,1,"OO",1,111,40,209,"weather",711,781
"31618",0,0,0,1,0,0,0,1,"F9",1,103,102,628,"carrier",911,976
"60695",0,0,0,1,0,0,0,1,"OO",1,220,116,845,"weather",1040,1235
"91217",0,0,0,1,0,0,0,1,"WN",1,60,49,258,"carrier",936,1030
"75466",0,0,0,1,0,0,1,0,"DL",1,57,146,1340,"carrier",826,1144
"64676",0,0,0,1,0,0,0,1,"WN",1,59,70,358,"carrier",1102,1184
"69942",0,1,0,0,0,0,0,1,"AA",1,27,341,2586,"security",1130,1326
"20855",0,0,1,0,0,0,0,1,"WN",1,33,167,1020,"security",750,878
"45856",1,0,0,0,1,0,0,0,"WN",1,96,53,405,"security",455,531
"90189",1,0,0,0,1,0,0,0,"WN",0,15,64,283,"security",741,775
"73351",0,0,0,1,0,1,0,0,"AS",1,162,297,2402,"security",640,1145
"48694",0,0,1,0,0,0,1,0,"WN",1,86,102,756,"weather",1208,1326
"89540",0,0,0,1,0,0,0,1,"WN",1,65,52,362,"carrier",1350,1415
"85771",1,0,0,0,1,0,0,0,"OO",1,81,23,67,"carrier",1280,1332
"43942",0,0,1,0,0,0,0,1,"WN",0,22,325,2295,"security",540,727
"40560",0,0,0,1,0,0,1,0,"UA",1,95,224,2253,"carrier",872,1336
"9687",0,1,0,0,1,0,0,0,"EV",1,400,62,332,"carrier",1121,1195
"6210",0,0,0,1,0,1,0,0,"B6",1,68,298,2586,"weather",1327,387
"86330",0,0,0,1,0,0,0,1,"UA",1,74,59,337,"carrier",1193,1291
"93755",0,0,0,1,0,0,1,0,"WN",1,104,119,1067,"weather",1018,1319
"71779",0,0,1,0,0,0,1,0,"AA",1,76,107,899,"carrier",1155,1291
"97661",0,0,1,0,0,1,0,0,"AA",1,116,78,529,"security",1043,1197
"51519",1,0,0,0,0,1,0,0,"B6",0,18,128,867,"security",1138,1349
"72493",0,0,1,0,0,1,0,0,"AA",1,98,96,683,"carrier",1202,1316
"53920",0,0,0,1,0,0,0,1,"DL",1,52,134,954,"security",548,722
"19581",0,0,0,1,0,0,0,1,"WN",1,59,105,862,"carrier",721,924
"17062",0,0,1,0,0,1,0,0,"WN",0,23,187,1381,"security",647,913
"23441",0,0,0,1,1,0,0,0,"AA",0,18,223,1721,"security",676,1059
"47719",1,0,0,0,0,0,0,1,"WN",1,60,119,770,"weather",435,515
"17757",0,0,0,1,0,0,0,1,"WN",1,130,69,507,"carrier",952,1030
"39300",0,0,0,1,0,0,0,1,"UA",1,60,317,2367,"weather",623,855
"7009",1,0,0,0,0,0,0,1,"DL",0,19,324,2079,"security",506,670
"58739",1,0,0,0,0,0,0,1,"DL",0,16,158,920,"security",1049,1179
"57985",0,0,1,0,0,0,1,0,"DL",1,19,95,545,"security",918,1035
"80086",0,0,0,1,0,0,0,1,"HA",0,28,338,2677,"weather",848,1328
"89787",0,0,0,1,0,0,0,1,"WN",1,67,63,447,"carrier",820,912
"61299",0,0,0,1,0,0,0,1,"OO",1,32,110,649,"weather",954,1080
"21797",0,0,1,0,0,1,0,0,"AA",1,82,116,861,"security",885,1070
"7146",1,0,0,0,0,0,0,1,"DL",1,107,170,1123,"security",1064,1164
"78962",0,0,0,1,0,0,0,1,"F9",1,31,78,628,"weather",1135,1294
"68636",0,0,1,0,0,0,0,1,"WN",1,21,90,580,"carrier",1019,1061
"32342",0,0,0,1,0,0,0,1,"HA",0,16,35,216,"weather",648,711
"84783",1,0,0,0,0,0,0,1,"OO",1,26,103,692,"carrier",759,835
"93129",1,0,0,0,0,0,1,0,"WN",0,20,119,666,"security",843,985
"55958",0,0,1,0,0,0,1,0,"DL",1,20,46,270,"weather",844,909
"8881",1,0,0,0,1,0,0,0,"EV",1,145,50,223,"carrier",1146,1154
"82107",0,0,0,1,0,0,0,1,"OO",1,232,139,1050,"carrier",1349,93
"11422",0,0,0,1,0,0,0,1,"OO",1,50,137,1050,"carrier",1193,1351
"19911",0,0,0,1,0,0,0,1,"WN",1,104,57,342,"carrier",1227,1294
"54183",0,1,0,0,0,0,1,0,"DL",0,16,162,1005,"security",485,699
"31966",0,0,0,1,0,0,0,1,"HA",1,16,21,100,"weather",414,450
"10107",0,0,1,0,0,0,1,0,"EV",1,133,35,145,"weather",1206,1282
"48722",0,0,1,0,0,0,1,0,"WN",0,16,235,1565,"security",822,1136
"80774",0,0,1,0,0,1,0,0,"NK",1,34,144,1199,"security",942,1111
"93460",0,0,0,1,0,1,0,0,"WN",1,82,182,1558,"weather",1142,27
"56711",0,0,1,0,0,0,1,0,"DL",1,70,71,425,"security",1025,1113
"49120",0,0,1,0,0,0,1,0,"AA",1,210,100,651,"carrier",1290,1409
"73709",0,0,0,1,0,1,0,0,"B6",0,39,290,2611,"security",431,960
"15691",0,0,0,1,0,1,0,0,"UA",1,16,261,2565,"security",1003,46
"76866",1,0,0,0,0,0,1,0,"DL",1,66,83,554,"weather",588,702
"4495",0,0,1,0,0,0,0,1,"AS",1,49,254,1774,"carrier",1151,1314
"10573",0,0,1,0,0,0,1,0,"EV",1,37,31,143,"weather",869,919
"44448",1,0,0,0,0,0,1,0,"WN",1,15,105,793,"weather",1064,1185
"26963",0,0,1,0,1,0,0,0,"DL",1,125,133,1034,"carrier",1071,1233
"79916",0,0,0,1,0,0,0,1,"HA",0,26,318,2556,"weather",942,1406
"31081",0,0,0,1,0,1,0,0,"F9",1,49,161,1558,"nas",100,416
"78793",0,1,0,0,1,0,0,0,"EV",1,58,91,563,"carrier",731,848
"35012",1,0,0,0,0,0,0,1,"OO",0,90,242,1433,"security",447,654
"73960",0,0,1,0,0,1,0,0,"B6",1,67,131,1035,"security",857,1009
"94553",0,0,1,0,1,0,0,0,"WN",1,113,124,997,"carrier",1330,1413
"72924",0,0,0,1,0,0,0,1,"AS",0,20,136,1024,"security",617,845
"73269",0,0,0,1,0,0,0,1,"AS",1,93,144,954,"security",1178,1386
"60386",0,0,1,0,0,0,1,0,"EV",1,108,55,377,"weather",24,98
"61954",0,0,0,1,0,0,1,0,"UA",1,328,153,1222,"carrier",902,1206
"28654",0,0,1,0,0,0,1,0,"EV",1,40,60,351,"carrier",1319,1395
"48027",0,0,1,0,0,0,0,1,"WN",1,47,188,1182,"carrier",1164,1247
"46618",0,0,1,0,1,0,0,0,"WN",1,21,97,793,"weather",1115,1236
"42097",0,0,0,1,0,0,0,1,"WN",1,18,47,236,"carrier",861,933
"29555",1,0,0,0,1,0,0,0,"EV",1,175,33,173,"weather",4,55
"10133",0,0,1,0,0,0,1,0,"EV",0,22,38,134,"security",679,700
"73259",0,0,0,1,0,0,0,1,"AS",1,56,122,954,"weather",1233,1381
"40176",0,1,0,0,0,0,0,1,"UA",1,60,338,2454,"weather",484,695
"40284",0,0,0,1,0,1,0,0,"UA",1,84,165,1605,"carrier",1159,47
"88364",0,0,0,1,0,0,0,1,"UA",1,213,243,2398,"carrier",189,574
"45885",0,0,1,0,0,1,0,0,"WN",1,20,108,834,"weather",1294,1420
"86472",1,0,0,0,0,0,1,0,"UA",1,62,109,802,"weather",1229,1370
"50178",0,0,0,1,0,0,1,0,"AA",1,32,122,1047,"carrier",845,1086
"94523",1,0,0,0,0,0,1,0,"WN",1,161,140,869,"security",1026,1251
"64838",0,0,1,0,0,0,1,0,"WN",1,22,44,248,"carrier",940,1002
"84087",1,0,0,0,1,0,0,0,"OO",1,161,24,114,"nas",604,636
"39065",0,0,1,0,0,0,1,0,"UA",1,27,41,305,"weather",805,869
"58181",0,0,0,1,0,0,0,1,"DL",1,96,181,1448,"weather",1026,1284
"1786",1,0,0,0,0,0,1,0,"AA",0,20,153,1197,"security",910,1175
"59592",0,0,1,0,0,1,0,0,"EV",1,199,128,961,"weather",1367,80
"41170",0,0,0,1,0,0,0,1,"WN",1,61,97,672,"carrier",824,956
"9913",0,1,0,0,0,1,0,0,"EV",1,43,52,335,"carrier",1130,1205
"55801",0,1,0,0,0,0,1,0,"DL",1,33,75,526,"carrier",859,948
"90148",0,0,1,0,0,1,0,0,"WN",1,21,55,377,"weather",1373,1
"65429",0,1,0,0,0,0,1,0,"WN",1,24,77,377,"carrier",945,1039
"56248",1,0,0,0,0,0,1,0,"DL",1,38,128,852,"weather",723,870
"1552",0,0,1,0,0,0,1,0,"AA",0,23,48,175,"security",1106,1182
"51703",0,0,0,1,0,0,0,1,"B6",1,80,58,353,"weather",507,579
"66169",0,0,1,0,0,0,0,1,"WN",1,105,177,1067,"carrier",1411,40
"5845",0,0,1,0,0,0,1,0,"B6",1,38,139,899,"weather",742,901
"81059",0,0,1,0,1,0,0,0,"NK",1,67,148,1127,"weather",1302,39
"55252",0,0,1,0,0,0,1,0,"DL",1,93,76,545,"carrier",1013,1105
"55370",0,1,0,0,0,0,0,1,"DL",1,64,318,2105,"carrier",1130,1351
"11252",0,0,0,1,0,0,0,1,"OO",0,19,67,455,"security",741,923
"92924",0,0,1,0,1,0,0,0,"WN",1,28,103,793,"nas",1170,1303
"26042",0,0,1,0,0,0,1,0,"DL",1,18,86,594,"weather",998,1109
"50717",0,0,0,1,0,0,0,1,"AA",1,61,96,647,"weather",578,647
"26253",0,0,0,1,0,0,0,1,"DL",1,111,95,689,"carrier",787,844
"47049",0,0,1,0,0,0,1,0,"WN",1,137,165,1407,"carrier",799,1042
"71682",0,0,1,0,0,0,1,0,"AA",0,23,68,328,"security",1194,1241
"20067",0,0,0,1,0,0,0,1,"WN",1,115,83,512,"carrier",1286,1325
"83480",0,0,0,1,0,0,0,1,"OO",1,70,50,326,"carrier",1038,1113
"18817",1,0,0,0,1,0,0,0,"WN",1,29,64,423,"carrier",1199,1279
"67324",0,0,0,1,0,0,0,1,"WN",0,29,53,337,"security",662,759
"7466",0,0,0,1,0,0,0,1,"DL",1,21,44,236,"carrier",1346,1417
"31020",1,0,0,0,0,0,1,0,"F9",1,60,140,1084,"carrier",1201,1363
"74000",0,0,1,0,0,1,0,0,"B6",1,96,136,992,"security",903,1068
"35434",1,0,0,0,0,0,1,0,"OO",1,17,71,536,"weather",848,1008
"9700",0,0,1,0,0,0,1,0,"EV",1,83,35,143,"weather",632,683
"71136",0,0,1,0,0,0,1,0,"AA",1,28,121,919,"nas",705,864
"35353",1,0,0,0,1,0,0,0,"OO",1,33,84,651,"carrier",1116,1280
"94247",0,1,0,0,0,0,0,1,"WN",1,76,314,2136,"weather",630,781
"92981",0,0,0,1,0,0,0,1,"WN",1,45,47,296,"carrier",1152,1215
"30331",0,0,1,0,1,0,0,0,"EV",1,28,83,563,"weather",816,864
"66815",0,0,0,1,0,0,0,1,"WN",1,109,50,296,"carrier",1316,1384
"11204",0,0,0,1,0,0,0,1,"OO",1,482,66,461,"weather",800,952
"10243",0,0,1,0,0,0,1,0,"EV",1,39,48,250,"weather",1056,1068
"6482",0,0,0,1,0,0,0,1,"B6",0,24,60,354,"security",757,869
"78885",1,0,0,0,0,1,0,0,"EV",0,21,112,872,"security",791,1014
"65523",0,0,0,1,0,0,0,1,"WN",1,76,94,672,"carrier",853,971
"11841",1,0,0,0,1,0,0,0,"OO",0,19,42,128,"security",614,701
"45258",0,0,0,1,0,0,0,1,"WN",1,26,67,373,"carrier",1228,1311
"90751",0,0,0,1,0,0,0,1,"WN",1,81,55,308,"carrier",1069,1146
"46312",0,0,0,1,0,0,1,0,"WN",1,55,173,1476,"carrier",1171,40
"325",0,0,1,0,0,0,0,1,"AA",0,26,182,1235,"security",747,862
"39428",0,0,0,1,0,0,1,0,"UA",1,88,174,1635,"carrier",774,1107
"62585",0,0,0,1,0,0,0,1,"VX",1,46,73,414,"security",858,956
"66928",0,0,0,1,1,0,0,0,"WN",1,49,105,896,"carrier",1110,1294
"19923",0,0,0,1,0,0,0,1,"WN",1,53,92,590,"security",503,593
"69793",0,0,1,0,0,0,1,0,"AA",1,59,93,650,"weather",648,769
"95495",0,0,0,1,0,0,0,1,"WN",1,81,64,337,"security",736,876
"9739",1,0,0,0,0,1,0,0,"EV",1,58,69,425,"weather",1291,1380
"89657",0,0,0,1,0,0,0,1,"WN",1,26,62,338,"carrier",665,686
"39824",0,0,1,0,0,0,0,1,"UA",1,214,205,1379,"weather",1054,1182
"52760",0,0,1,0,0,1,0,0,"B6",1,153,66,427,"carrier",780,861
"21602",0,0,1,0,0,0,1,0,"AA",1,21,158,936,"weather",1060,1180
"78938",1,0,0,0,0,1,0,0,"EV",0,24,80,518,"security",371,511
"59994",0,0,1,0,0,0,1,0,"EV",1,289,99,646,"weather",713,834
"29813",0,0,1,0,0,1,0,0,"EV",1,59,40,199,"carrier",1325,1393
"77820",0,1,0,0,0,0,1,0,"EV",0,22,54,199,"security",899,1005
"55093",0,0,1,0,0,0,0,1,"DL",0,18,270,1797,"security",365,558
"78372",0,1,0,0,1,0,0,0,"EV",1,141,91,578,"weather",1352,26
"93255",0,0,0,1,0,0,0,1,"WN",0,16,60,391,"security",390,501
"97365",0,0,0,1,0,1,0,0,"AA",1,51,231,2133,"security",656,1041
"18941",0,1,0,0,0,0,1,0,"WN",1,21,146,1072,"carrier",882,1046
"42398",1,0,0,0,0,1,0,0,"WN",1,67,97,842,"carrier",1011,1187
"69275",0,0,1,0,1,0,0,0,"AA",0,16,135,986,"weather",678,900
"11634",1,0,0,0,0,0,1,0,"OO",1,28,153,1041,"weather",786,956
"95119",0,0,0,1,0,0,0,1,"WN",1,37,54,308,"carrier",690,767
"73700",0,1,0,0,0,0,0,1,"B6",0,46,396,2611,"security",433,675
"87311",0,0,1,0,0,1,0,0,"UA",1,56,145,1085,"weather",698,869
"57241",0,0,1,0,0,0,0,1,"DL",0,25,289,1892,"security",1144,1280
"55082",0,0,1,0,0,0,1,0,"DL",1,37,72,406,"nas",900,995
"25587",0,1,0,0,0,0,0,1,"DL",1,23,338,2248,"weather",1277,27
"45555",0,0,0,1,0,0,0,1,"WN",1,52,139,862,"nas",548,652
"79872",0,0,0,1,0,0,1,0,"F9",1,26,124,1069,"security",904,1169
"91565",0,0,1,0,0,0,0,1,"WN",0,61,285,1946,"security",1137,1306
"8891",1,0,0,0,1,0,0,0,"EV",1,280,44,173,"weather",616,687
"33844",0,0,1,0,0,1,0,0,"NK",1,42,167,1249,"carrier",1301,41
"71449",0,0,1,0,0,0,1,0,"AA",1,15,90,733,"weather",772,944
"60731",1,0,0,0,1,0,0,0,"OO",1,65,34,139,"carrier",1069,1124
"21218",0,0,1,0,0,0,1,0,"WN",1,39,42,239,"weather",761,819
"74893",0,0,0,1,0,1,0,0,"B6",1,23,276,2588,"carrier",757,1232
"83385",0,0,0,1,0,0,0,1,"OO",0,19,55,262,"security",600,694
"32971",0,0,1,0,1,0,0,0,"NK",0,20,168,1084,"security",1127,1328
"95887",0,0,1,0,0,0,0,1,"AA",1,47,174,1009,"nas",388,521
"6497",0,0,1,0,0,1,0,0,"B6",1,57,160,1023,"security",895,1099
"12709",1,0,0,0,1,0,0,0,"OO",1,207,30,157,"carrier",747,792
"50538",0,0,1,0,0,0,0,1,"AA",1,119,314,2088,"security",1340,118
"43152",0,0,0,1,0,0,0,1,"WN",1,24,55,337,"carrier",940,1014
"57314",0,0,1,0,0,0,0,1,"DL",0,23,300,2092,"security",581,742
"65694",0,0,0,1,0,0,0,1,"WN",1,28,52,345,"carrier",841,908
"95023",0,0,0,1,0,0,0,1,"WN",0,58,49,236,"security",796,908
"55149",0,0,1,0,0,0,1,0,"DL",1,175,81,581,"carrier",1279,1376
"23729",0,0,1,0,1,0,0,0,"AA",1,38,119,802,"weather",832,976
"71751",0,0,1,0,0,0,1,0,"AA",1,34,109,759,"carrier",1215,1354
"57127",0,0,1,0,0,0,1,0,"DL",1,213,95,516,"security",1260,88
"96444",0,0,0,1,0,0,1,0,"AA",1,31,265,2279,"weather",1381,409
"69075",0,0,1,0,0,0,0,1,"AA",1,56,496,3784,"weather",737,1018
"55215",0,0,1,0,0,0,1,0,"DL",1,65,120,813,"security",564,696
"51773",0,1,0,0,0,0,0,1,"B6",1,51,398,2576,"security",1236,49
"44077",0,0,0,1,0,0,0,1,"WN",1,37,135,804,"security",1248,1347
"65223",0,0,0,1,0,0,0,1,"WN",1,31,67,337,"weather",879,961
"28145",1,0,0,0,0,1,0,0,"DL",1,64,153,1124,"security",836,1085
"43030",0,0,0,1,0,0,0,1,"WN",1,28,81,628,"carrier",798,963
"85761",0,0,0,1,0,0,1,0,"OO",0,16,76,581,"security",580,770
"7478",0,0,1,0,0,0,0,1,"DL",0,18,313,2092,"security",583,737
"91996",0,1,0,0,0,0,1,0,"WN",0,35,237,1381,"security",851,1070
"75823",0,1,0,0,0,0,0,1,"DL",1,205,249,1626,"weather",744,895
"46609",0,0,1,0,0,1,0,0,"WN",1,45,166,1381,"security",1090,1360
"93760",0,0,0,1,0,0,0,1,"WN",1,196,73,628,"carrier",1301,16
"38053",0,0,0,1,0,1,0,0,"UA",1,87,264,2454,"weather",1091,116
"44829",0,0,0,1,0,0,0,1,"WN",1,87,73,372,"security",553,642
"59714",1,0,0,0,0,0,1,0,"EV",1,78,83,625,"carrier",1356,1396
"960",1,0,0,0,0,0,0,1,"AA",1,108,197,1440,"weather",557,716
"3303",0,0,0,1,0,0,1,0,"AA",1,23,146,1431,"carrier",750,1043
"13989",1,0,0,0,1,0,0,0,"OO",1,93,61,416,"carrier",1213,1294
"67078",0,0,0,1,0,0,0,1,"WN",1,16,46,258,"carrier",1132,1191
"52097",0,0,0,1,0,0,0,1,"B6",1,25,45,231,"carrier",1043,1110
"28596",0,1,0,0,0,1,0,0,"EV",1,77,50,246,"security",911,1036
"12465",0,0,0,1,0,0,0,1,"OO",0,15,108,748,"security",569,726
"96833",0,0,1,0,0,0,1,0,"AA",1,63,82,468,"security",814,949
"20550",0,0,0,1,0,0,0,1,"WN",0,15,123,846,"security",674,780
"69249",0,0,1,0,0,0,1,0,"AA",0,25,42,192,"security",1315,1404
"20410",0,0,0,1,0,0,1,0,"WN",1,75,186,1624,"carrier",1076,25
"34541",1,0,0,0,0,0,0,1,"OO",1,52,93,533,"carrier",1085,1142
"6248",0,0,1,0,0,1,0,0,"B6",1,35,162,1197,"carrier",1201,1381
"19849",0,0,0,1,0,0,0,1,"WN",1,41,72,447,"security",999,1096
"55723",0,0,1,0,1,0,0,0,"DL",1,45,137,821,"carrier",1329,1424
"78024",0,0,1,0,0,0,1,0,"EV",1,46,146,657,"security",896,1065
"69520",0,1,0,0,0,0,0,1,"AA",0,15,359,2446,"security",1044,1262
"16642",0,0,1,0,1,0,0,0,"WN",0,19,192,1155,"security",655,804
"61892",1,0,0,0,0,0,0,1,"UA",1,61,204,1514,"weather",522,635
"68368",1,0,0,0,0,0,1,0,"WN",1,184,113,967,"carrier",1256,4
"41403",0,0,1,0,0,0,0,1,"WN",1,59,242,1497,"weather",978,1114
"30022",0,0,1,0,0,0,1,0,"EV",1,30,86,551,"carrier",773,819
"12495",1,0,0,0,1,0,0,0,"OO",1,120,28,67,"carrier",1187,1276
"77855",1,0,0,0,1,0,0,0,"EV",1,41,76,557,"security",713,846
"30214",0,0,1,0,1,0,0,0,"EV",0,30,116,831,"security",836,945
"90646",0,0,0,1,0,0,0,1,"WN",1,79,76,414,"carrier",1184,1284
"9404",1,0,0,0,0,1,0,0,"EV",1,15,93,660,"carrier",741,854
"49950",0,0,0,1,0,0,1,0,"AA",1,18,100,769,"carrier",983,1173
"50240",0,0,0,1,1,0,0,0,"AA",1,87,191,1744,"weather",1156,50
"17902",0,0,0,1,0,0,0,1,"WN",1,30,47,308,"carrier",1232,1305
"39801",0,0,1,0,0,0,1,0,"UA",1,49,210,1571,"security",518,831
"91905",0,0,0,1,0,0,0,1,"WN",1,117,58,345,"weather",1014,1087
"90985",0,0,0,1,0,0,0,1,"WN",1,31,97,672,"weather",593,706
"70031",0,1,0,0,0,1,0,0,"AA",0,23,54,187,"security",925,1033
"38704",0,0,0,1,0,0,0,1,"UA",1,17,68,372,"weather",548,633
"96997",0,0,0,1,1,0,0,0,"AA",1,47,214,1829,"carrier",855,1216
"48689",0,0,1,0,0,0,1,0,"WN",1,28,95,581,"carrier",1066,1188
"60380",0,0,1,0,0,1,0,0,"EV",1,154,127,963,"weather",565,772
"23761",0,0,1,0,0,0,1,0,"AA",1,123,139,1139,"weather",1206,1430
"91861",0,0,0,1,0,0,1,0,"WN",1,28,159,1235,"carrier",862,1158
"390",0,0,1,0,0,0,1,0,"AA",1,29,110,918,"carrier",958,1144
"26252",0,0,0,1,1,0,0,0,"DL",1,19,178,1589,"weather",825,1145
"34076",0,0,0,1,0,0,0,1,"OO",0,84,37,172,"security",689,840
"47277",0,0,1,0,0,0,1,0,"WN",1,69,75,425,"carrier",1198,1239
"58698",1,0,0,0,0,0,1,0,"DL",0,20,68,456,"security",521,601
"2166",0,0,1,0,1,0,0,0,"AA",1,30,74,550,"weather",819,908
"31080",1,0,0,0,0,0,0,1,"F9",1,119,214,1440,"security",1069,1254
"12584",1,0,0,0,0,0,0,1,"OO",0,19,184,1156,"security",451,625
"50275",0,0,1,0,1,0,0,0,"AA",0,18,120,853,"weather",929,1073
"2184",0,0,1,0,0,0,0,1,"AA",1,45,189,1242,"security",1230,1353
"65514",0,0,0,1,0,0,0,1,"WN",1,67,80,646,"carrier",1020,1197
"44089",0,0,0,1,0,0,0,1,"WN",1,21,69,391,"weather",787,876
"93411",0,0,1,0,0,0,1,0,"WN",1,38,101,562,"security",477,538
"81823",0,0,0,1,0,0,0,1,"OO",1,47,39,209,"carrier",1244,1309
"3969",0,0,0,1,0,0,1,0,"AS",1,31,197,1770,"weather",744,1101
"36121",1,0,0,0,1,0,0,0,"OO",1,120,38,196,"carrier",1064,1129
"59580",0,1,0,0,0,1,0,0,"EV",1,165,56,266,"security",1225,1302
"96471",0,0,1,0,0,0,1,0,"AA",1,134,199,731,"security",1242,1403
"55930",0,1,0,0,1,0,0,0,"DL",1,218,87,502,"weather",1258,1383
"41878",0,0,1,0,0,0,1,0,"WN",0,43,109,581,"security",1065,1208
"19348",0,0,1,0,1,0,0,0,"WN",1,22,98,641,"carrier",959,1012
"20075",0,0,0,1,0,0,0,1,"WN",1,48,61,325,"security",783,878
"20208",0,0,0,1,0,0,0,1,"WN",1,32,91,628,"security",1156,1202
"53315",0,0,1,0,0,1,0,0,"B6",1,24,92,612,"carrier",928,1035
"29781",0,0,1,0,0,0,1,0,"EV",1,26,53,351,"carrier",1069,1146
"80138",0,0,0,1,0,0,0,1,"HA",0,23,372,2640,"weather",598,873
"69753",0,0,1,0,0,0,0,1,"AA",1,84,247,1438,"security",1184,1333
"58022",0,0,1,0,0,0,1,0,"DL",1,40,43,271,"weather",1410,1416
"6808",0,0,1,0,0,0,1,0,"DL",1,231,58,404,"weather",1375,19
"81585",1,0,0,0,0,0,1,0,"NK",1,33,127,895,"carrier",521,679
"31378",0,1,0,0,0,0,1,0,"F9",1,42,159,1026,"weather",419,624
"3780",0,1,0,0,0,0,0,1,"AS",0,33,361,2425,"security",1134,1353
"65723",0,0,0,1,0,0,1,0,"WN",1,17,169,1599,"carrier",827,1132
"50155",1,0,0,0,0,1,0,0,"AA",1,82,94,678,"security",883,1077
"61659",0,0,0,1,0,0,0,1,"UA",1,74,71,337,"security",735,848
"45657",0,0,1,0,1,0,0,0,"WN",1,54,89,687,"weather",1070,1174
"32040",0,0,0,1,0,0,0,1,"HA",0,22,34,100,"weather",926,975
"82839",0,0,0,1,0,0,0,1,"OO",1,60,145,852,"carrier",974,1085
"55844",1,0,0,0,0,0,1,0,"DL",1,27,70,501,"weather",1244,1350
"70669",0,1,0,0,0,0,1,0,"AA",1,18,88,529,"carrier",948,1065
"53727",0,0,1,0,0,0,1,0,"DL",1,457,78,404,"nas",199,462
"53606",0,0,1,0,0,0,1,0,"DL",1,158,95,516,"carrier",1147,1258
"85907",0,0,0,1,0,0,0,1,"OO",1,29,25,109,"carrier",830,889
"19943",0,0,0,1,0,0,0,1,"WN",1,34,63,373,"security",510,599
"31811",0,0,0,1,0,0,1,0,"F9",1,78,159,1449,"weather",504,753
"74099",0,1,0,0,0,0,1,0,"B6",0,33,220,1598,"security",600,928
"69417",0,0,1,0,0,0,0,1,"AA",0,21,352,2342,"security",1225,2
"51118",0,0,0,1,0,1,0,0,"AS",1,44,255,2434,"security",475,939
"69020",1,0,0,0,0,1,0,0,"WN",1,55,132,888,"nas",538,760
"23878",0,0,1,0,0,0,1,0,"AA",1,143,132,1121,"weather",525,750
"43064",0,0,0,1,0,0,0,1,"WN",1,38,62,345,"carrier",853,938
"10844",0,0,1,0,0,0,1,0,"EV",1,16,47,250,"carrier",682,694
"47238",0,0,0,1,0,0,0,1,"WN",1,123,58,328,"carrier",870,943
"48454",0,0,0,1,0,0,0,1,"WN",1,55,47,296,"carrier",1310,1370
"84113",1,0,0,0,0,0,0,1,"OO",0,33,192,1250,"security",1020,1204
"25388",0,0,0,1,1,0,0,0,"DL",0,100,162,1399,"security",405,826
"30395",1,0,0,0,0,0,1,0,"EV",1,92,71,456,"carrier",1022,1128
"537",0,0,1,0,0,0,0,1,"AA",1,115,230,1464,"security",615,761
"28163",1,0,0,0,0,0,1,0,"DL",1,20,125,983,"carrier",1138,1275
"33430",0,0,1,0,1,0,0,0,"NK",1,95,99,622,"security",471,529
"87189",0,0,0,1,0,0,0,1,"UA",1,68,68,414,"security",605,704
"44851",1,0,0,0,0,0,1,0,"WN",1,55,94,687,"carrier",1011,1120
"58327",0,0,1,0,1,0,0,0,"DL",1,36,126,821,"weather",1334,1415
"48095",0,0,0,1,0,0,0,1,"WN",1,71,147,991,"carrier",1414,76
"34948",0,0,0,1,0,0,0,1,"OO",1,235,100,679,"carrier",1193,1330
"6747",0,0,1,0,0,0,1,0,"DL",1,88,118,813,"carrier",977,1053
"85935",0,0,0,1,0,0,0,1,"OO",1,85,36,190,"weather",442,541
"6963",0,0,1,0,0,0,1,0,"DL",1,60,57,356,"weather",483,589
"26765",1,0,0,0,0,0,0,1,"DL",0,23,296,1979,"security",1227,1377
"20969",0,0,0,1,0,0,0,1,"WN",1,78,45,325,"weather",509,633
"54132",0,0,1,0,1,0,0,0,"DL",1,120,83,606,"weather",1241,1369
